ticket_id,customer_id,order_id,category,priority,channel,created_at,resolved_at,resolution_type,gen_behavior
60efb12d-cd6e-4c70-8d0c-e2007122e27e,5ad58a4e6a1a656b6bed070cadbaa003,476a3a85-b2a0-4d2a-abca-e896a0681ae0,PAYMENT_ISSUE,high,email,2026-07-17T00:00:00,2026-07-17T05:00:00,refund_issued,new
35afe018-6289-430d-a99b-74fea7f862f4,66cc90195ca44cc7ac6a1cd0e1e1e7b2,64df9d88-8058-4ad4-acf7-f3573e994d99,ORDER_STATUS,low,app,2026-07-03T00:00:00,2026-07-03T09:00:00,refund_issued,new
60f74799-5aa4-4875-99ab-c10ae30a3515,91ec50a00ae74d0a229d2efdf4344e1e,b3b356a5-7e2b-4fd4-9c6a-d81c951f4a3b,CANCELLATION,high,chat,2026-07-15T00:00:00,2026-07-16T10:00:00,refund_issued,new
191d36cd-2b92-49bb-a192-295ef01a2f63,233896de79986082f1f479f1f85281cb,4ba3f363-66d8-4b95-a5cb-1cefcc2a0e3b,PAYMENT_ISSUE,low,chat,2026-07-19T00:00:00,2026-07-21T13:00:00,refund_issued,new
ef686d58-fd3a-4555-916b-4eb4f22890dc,e021e698833bdeb89dfef3acb2e91f37,1be83d38-c9ab-4840-8e52-2f6a12abcb35,DAMAGED_ITEM,medium,app,2026-06-26T00:00:00,2026-06-26T15:00:00,refund_issued,fraud
2d558d3e-07fa-4b43-9648-ace4318d050a,e021e698833bdeb89dfef3acb2e91f37,4265d3a7-b022-4c91-b1de-bd568dbdb74b,ACCOUNT,high,chat,2026-07-14T00:00:00,2026-07-16T14:00:00,info_provided,fraud
f4e9b874-e8c7-42df-9080-4f9d7fa156dc,e021e698833bdeb89dfef3acb2e91f37,3a3bed9a-250f-40a9-a34a-51aa6a70e6c2,DAMAGED_ITEM,high,chat,2026-07-17T00:00:00,2026-07-19T01:00:00,info_provided,fraud
bb6943ec-afc8-449f-bb57-405a5f3b00c6,e021e698833bdeb89dfef3acb2e91f37,32d35ec7-6c86-4655-89ca-981b9b706706,SHIPPING_DELAY,high,chat,2026-06-29T00:00:00,2026-06-30T10:00:00,refund_issued,fraud
07b4b3b7-81a4-4b4d-affc-89af9edab628,e021e698833bdeb89dfef3acb2e91f37,6a8b30f4-8f80-4873-88e4-fcaf4ac9bac6,REFUND,high,email,2026-06-28T00:00:00,2026-06-28T12:00:00,refund_issued,fraud
1633bfa0-1f51-4b3b-831b-62391e3097ff,e021e698833bdeb89dfef3acb2e91f37,41a194ce-8087-4b39-ad64-7ab871202816,ORDER_STATUS,low,app,2026-07-18T00:00:00,2026-07-20T15:00:00,escalated_to_human,fraud
a9b9bfa0-5c39-4d89-928d-b83e2d9127b9,e021e698833bdeb89dfef3acb2e91f37,6537058c-2843-4fe2-a08e-d2ecee358d5a,ORDER_STATUS,high,app,2026-07-03T00:00:00,2026-07-03T22:00:00,info_provided,fraud
c1b31456-3f72-4023-8d4c-736d9761c1ad,e021e698833bdeb89dfef3acb2e91f37,06363d7b-2048-49b8-8687-d6e45e668bab,ACCOUNT,medium,email,2026-06-24T00:00:00,2026-06-25T20:00:00,auto_resolved,fraud
16716675-bc1d-43e1-abe0-e89afb415e69,e021e698833bdeb89dfef3acb2e91f37,951a875b-350d-4fd2-b1d6-d58522601709,FRAUD_REVIEW,high,app,2026-07-25T00:00:00,2026-07-25T12:00:00,escalated_to_human,fraud
1707b3d6-8255-41f6-8515-bcc3180588d5,3da7750bf3c1dbd724624a60a9f5942b,5e2b0a6a-ae34-44ea-a14a-f5756e371a5e,PAYMENT_ISSUE,low,email,2026-01-28T00:00:00,2026-01-29T18:00:00,escalated_to_human,existing
90894992-62b0-4681-a990-f51ab8fe97f6,3da7750bf3c1dbd724624a60a9f5942b,9d1d50ca-ab17-4b0b-aa1c-7fdc7534f7d4,CANCELLATION,high,app,2026-06-30T00:00:00,2026-07-01T22:00:00,refund_issued,existing
c3db0783-6a4a-4273-8aa6-093eb44aeebb,3af0b2f7654f613ff1527b997a2ac57e,3dd3ba1d-16b3-419f-89c7-49cade03663f,ACCOUNT,high,chat,2026-07-13T00:00:00,2026-07-16T00:00:00,escalated_to_human,existing
c6535938-a6a4-4a32-8ce1-79e83269b4de,d89e05e2d23c3d8247aeecd07758004b,3312c90b-c28b-4fee-bfcc-cd90b6fddfc0,ORDER_STATUS,high,app,2026-07-22T00:00:00,2026-07-23T01:00:00,refund_issued,fraud
f761cf4e-72c2-4521-a1ec-31849641e72e,d89e05e2d23c3d8247aeecd07758004b,6c8c3619-1b6f-40d3-b287-9d2837af4191,ORDER_STATUS,medium,chat,2026-07-03T00:00:00,2026-07-03T23:00:00,info_provided,fraud
433bd063-e5c2-4aa1-afc5-b15235df529d,d89e05e2d23c3d8247aeecd07758004b,768e9c7c-9166-4d16-a43b-a1bed31e14a3,REFUND,medium,email,2026-07-13T00:00:00,2026-07-15T00:00:00,info_provided,fraud
6a97fad3-bdbe-4065-9a21-60ea7ab2b491,d89e05e2d23c3d8247aeecd07758004b,d505587f-589a-459f-af17-d02eea6af5a0,SHIPPING_DELAY,low,app,2026-07-10T00:00:00,2026-07-11T23:00:00,escalated_to_human,fraud
72dfac05-ae01-49cb-bee9-a33a96be4644,468d559ef2dcd2bea6d8db78959fb90f,f8b1119c-f74c-4d68-bbb2-7d841540b558,REFUND,high,chat,2026-07-06T00:00:00,2026-07-07T04:00:00,info_provided,fraud
77c68707-8006-485f-bf12-2a339652755f,468d559ef2dcd2bea6d8db78959fb90f,bed4df30-030c-46c7-b532-f8c220345c9b,REFUND,low,email,2026-06-30T00:00:00,2026-07-03T00:00:00,refund_issued,fraud
b6509ece-556b-4f04-91d8-ef4d55c7b571,468d559ef2dcd2bea6d8db78959fb90f,9cb46aaf-1062-49d1-a5f4-13ba06fbad81,DAMAGED_ITEM,low,email,2026-07-20T00:00:00,2026-07-22T20:00:00,auto_resolved,fraud
a1ab9f36-cbd5-4a3c-8d62-7e12ed390836,7556f182460418cf30957e6ce377c674,1c604741-ea14-4be1-b746-f30306f0382e,SHIPPING_DELAY,low,email,2026-07-04T00:00:00,2026-07-05T06:00:00,info_provided,new
6538de9e-b526-4cfa-b325-6f67de0a1fae,463093247faa080167d77f2e6d1b297d,95f2b032-46d5-4ee3-b3ee-fa5c9fc1bbf7,CANCELLATION,medium,email,2026-07-24T00:00:00,2026-07-26T00:00:00,info_provided,new
b227d729-0170-408a-81b5-b9fa5bdf6233,e235442a956c524e6c141141171f5801,c10d88cd-5732-4efd-83b6-a4c48672fa8b,ORDER_STATUS,medium,chat,2026-07-24T00:00:00,2026-07-25T15:00:00,auto_resolved,existing
d356f7be-31ea-4238-9294-2462c3f03914,94b731a41867b47c3856e324840c4c99,cd5d6d27-17e4-4ff4-bff3-e76e543288e0,ORDER_STATUS,low,chat,2026-07-08T00:00:00,2026-07-09T02:00:00,escalated_to_human,existing
40b4b8a5-24d7-4df3-b8e1-96f0f20a8232,94b731a41867b47c3856e324840c4c99,ec947785-2ae0-402f-941a-d8052f0d97c3,PAYMENT_ISSUE,low,email,2026-06-26T00:00:00,2026-06-27T18:00:00,escalated_to_human,existing
3764ee66-5861-437a-a28c-11d89608fe22,fa7e6f153b7724fda5c1d7cc7b9ae4ec,42186e5a-469f-402f-a109-3d08082d58a7,REFUND,medium,app,2026-01-03T00:00:00,2026-01-05T17:00:00,refund_issued,existing
e59c65ef-dc2a-48a2-9fb6-a0b337ac154d,8728c766c84eeda24b3e54fe6e632051,dae74625-b212-40b7-bdeb-92954e2045ba,REFUND,medium,app,2026-04-02T00:00:00,2026-04-03T14:00:00,auto_resolved,churn_risk
8a6061fa-d16c-49a2-bd92-1d3eb70f13af,13ac6da47fef1b17b16f511e03b57918,31e909d7-33ca-453b-b94a-27a555657981,ACCOUNT,high,app,2026-07-09T00:00:00,2026-07-10T03:00:00,info_provided,new
9aa1a461-5f5c-48fe-bda5-6d5db7a8a675,13ac6da47fef1b17b16f511e03b57918,acec51cd-1db9-40a4-9be6-8702b56a4991,DAMAGED_ITEM,low,email,2026-07-12T00:00:00,2026-07-14T22:00:00,auto_resolved,new
231564bb-3ab7-42f0-afcc-4317dc2916b8,9553802042571deac62d5789ed18a241,92b13bc1-21ba-4ab7-90a4-733f91a0d2d0,DAMAGED_ITEM,low,email,2026-05-03T00:00:00,2026-05-04T08:00:00,escalated_to_human,fraud
cf64baea-1a9e-401a-82d1-7dd6a3830e4f,9553802042571deac62d5789ed18a241,1e6adb22-626c-404a-a4bf-f224691c3823,REFUND,low,email,2026-05-14T00:00:00,2026-05-14T17:00:00,escalated_to_human,fraud
25683f75-147d-418f-9f0c-2a09831527d5,37e1a83b513512531032b4a9c43bab5d,99c69764-36be-485f-bac9-7667cbaaeafa,SHIPPING_DELAY,low,email,2026-04-04T00:00:00,2026-04-06T12:00:00,refund_issued,churn_risk
cb801ee6-cdcc-4999-b164-f5d3f8ebc8ae,24a5c2b24a4467c37e2f54c1b311de93,4bf8db52-3389-4f07-9342-8077e41e2d7a,DAMAGED_ITEM,medium,chat,2026-07-05T00:00:00,2026-07-06T08:00:00,auto_resolved,churn_risk
b17b79cd-12a1-4be8-82b5-dd973018e107,54fccbde5e005f2dbc6ad8d5473c9ac7,aa7aeb77-4243-4046-9cc3-540e66a4a0a3,ORDER_STATUS,low,app,2026-05-17T00:00:00,2026-05-18T22:00:00,escalated_to_human,existing
6e9e3e4b-5417-4758-b10c-198f74966167,1bdff446efb5846d0969eaf8978d4342,ca89ecfd-cdfa-4eff-926d-ba9b1d264d04,ORDER_STATUS,low,email,2026-06-17T00:00:00,2026-06-19T10:00:00,auto_resolved,churn_risk
eea022c7-2718-446b-a62b-5afe08c19055,96b1c916f245f2462efcde3fce04bc3e,47fcf45c-a4ea-4899-9ef7-1b59c0716ffe,CANCELLATION,high,app,2026-06-16T00:00:00,2026-06-16T12:00:00,escalated_to_human,existing
0c00649c-6268-41fd-bda3-878f0ceef4e2,96b1c916f245f2462efcde3fce04bc3e,2561c8e5-ae52-4ee1-9c02-b2efd86b5f17,PAYMENT_ISSUE,low,chat,2026-07-30T00:00:00,2026-07-30T05:00:00,auto_resolved,existing
6871887e-e355-4218-95b2-81386f81b611,34c6f984b590bbfe3d4d6c76007c0b1c,0f164958-c18c-48c1-bbac-9fe968b1fa43,REFUND,medium,email,2026-06-11T00:00:00,2026-06-11T19:00:00,auto_resolved,existing
ee840748-6512-4793-9790-4cb74b0879bf,34c6f984b590bbfe3d4d6c76007c0b1c,d60b3989-b212-4807-990b-378eb487cdf3,DAMAGED_ITEM,medium,app,2026-06-30T00:00:00,2026-07-01T14:00:00,escalated_to_human,existing
9e757134-08bc-4819-a31e-231460f6ddd6,34c6f984b590bbfe3d4d6c76007c0b1c,52bd9601-d20c-4fff-bf03-e31a4492b75b,DAMAGED_ITEM,high,email,2026-06-05T00:00:00,2026-06-06T06:00:00,escalated_to_human,existing
b4774264-f0ed-463d-ade0-3fdd87b81435,9bbfdf9f7f65b58481e1ed110a2eed46,7b271368-e1e6-44e8-abda-fd45b6591080,ACCOUNT,low,app,2026-06-12T00:00:00,2026-06-12T15:00:00,info_provided,new
8f5adf41-e9c1-43a8-ba8e-521cb053e05b,ba66b6edd0756a62cb11be4d4655ed32,8b049375-9802-438f-a975-a7166829e438,SHIPPING_DELAY,low,chat,2026-06-28T00:00:00,2026-06-29T02:00:00,escalated_to_human,new
f72d5a52-3c81-4f1c-9c03-ec5735f2eb3d,91e6fd64694fa9a828270d442ba88e03,956d8bc5-e62b-4100-ac78-198b24262c09,REFUND,high,app,2026-07-25T00:00:00,2026-07-26T11:00:00,refund_issued,new
3da1a2e0-ff41-4c40-84f0-5cbaf2f656c6,bb50112c998293f45f49f49704165768,7d8f7ff8-70be-4af6-a1b9-a93d965f849f,SHIPPING_DELAY,low,email,2026-07-07T00:00:00,2026-07-08T09:00:00,refund_issued,new
eba7d952-13ec-4773-97ab-1c89094b0372,ef6b4c0581dbf34e6eb5e33e0094c445,d6fa53ac-a434-485c-81fc-ab511586e3f9,SHIPPING_DELAY,medium,app,2026-07-10T00:00:00,2026-07-11T10:00:00,refund_issued,new
ac73988f-d7df-4a64-b6f3-3e5f20d9e075,8dfb24fac32ec7170821d2be63fa9c1c,de3e0ef0-a957-4de2-b0e6-90aa3310b417,SHIPPING_DELAY,low,email,2023-02-12T00:00:00,2023-02-13T09:00:00,refund_issued,fraud
5bfe8046-6b0c-493e-ba10-974b288546ce,8dfb24fac32ec7170821d2be63fa9c1c,ee8c7763-b04e-4329-9e84-e3b75a066079,PAYMENT_ISSUE,low,chat,2024-08-15T00:00:00,2024-08-17T06:00:00,info_provided,fraud
e9f77d74-496e-4cd1-bbc4-ebb45be3d86f,337691bc9242e1d53d521ed78a12ab8d,41aaa4df-f46d-4ad4-95ce-a385b18f2635,ACCOUNT,medium,app,2026-06-18T00:00:00,2026-06-19T18:00:00,info_provided,churn_risk
cd9bd4f4-f37c-4e4b-aac6-64559ebbe04b,0b48151c4ac827afeee06ce2d77cc343,7850a9d5-bb1c-4ee9-8407-b70460c00cbb,ACCOUNT,low,chat,2026-07-31T00:00:00,2026-08-02T03:00:00,auto_resolved,fraud
12c62dc6-cf89-4ba7-98ed-35e56604460f,0b48151c4ac827afeee06ce2d77cc343,9d095c69-7440-4a99-a01b-866844e5a4e5,REFUND,high,email,2026-07-08T00:00:00,2026-07-08T21:00:00,info_provided,fraud
2b12d31e-786a-4ab3-be73-f56773547171,0b48151c4ac827afeee06ce2d77cc343,22032b96-6daf-4492-8af8-4854a8a3c3c9,PAYMENT_ISSUE,high,app,2026-07-03T00:00:00,2026-07-05T23:00:00,refund_issued,fraud
ce273186-b03d-4363-a4af-971608745e24,0b48151c4ac827afeee06ce2d77cc343,cf4f3cb9-5d68-4a51-85e5-d8d394dff991,ORDER_STATUS,medium,app,2026-07-05T00:00:00,2026-07-07T19:00:00,escalated_to_human,fraud
0e800980-6416-4bdf-8179-9ee8d717009d,0b48151c4ac827afeee06ce2d77cc343,2506d364-598f-44a6-a28d-db4927622f7f,REFUND,low,app,2026-07-06T00:00:00,2026-07-07T21:00:00,refund_issued,fraud
1d3445fc-abe4-4a76-af05-0e61433662da,0b48151c4ac827afeee06ce2d77cc343,26ec9e57-6880-4e67-9d5a-135a3475d293,ACCOUNT,medium,email,2026-07-03T00:00:00,2026-07-04T09:00:00,info_provided,fraud
1066efd9-1ca6-43fb-8626-803d704d51f4,0b48151c4ac827afeee06ce2d77cc343,c2ea5cd1-823b-4b4e-8e52-d14c39f5dfcd,ACCOUNT,high,app,2026-07-12T00:00:00,2026-07-13T10:00:00,auto_resolved,fraud
468ff22c-eace-423e-9ea7-4b181ae80386,0b48151c4ac827afeee06ce2d77cc343,923beb3c-f8f1-447f-afda-921476f3034b,SHIPPING_DELAY,low,email,2026-07-19T00:00:00,2026-07-21T15:00:00,refund_issued,fraud
e9b9d2d5-be26-49e4-b396-e8ef0edcf700,0b48151c4ac827afeee06ce2d77cc343,037f492b-b807-4e75-b90e-b6aed84a499e,FRAUD_REVIEW,high,email,2026-07-10T00:00:00,2026-07-10T12:00:00,escalated_to_human,fraud
908b7bf6-1051-484c-8211-5ad86fcc7d33,0b48151c4ac827afeee06ce2d77cc343,8dbcff17-e650-45bd-bd29-fc62601dc98d,DAMAGED_ITEM,high,chat,2026-07-01T00:00:00,2026-07-01T16:00:00,auto_resolved,fraud
274e0420-d924-496a-802c-df42f0aeeeb7,0b48151c4ac827afeee06ce2d77cc343,11f7c9b5-771e-48fe-afc2-95703eb3e445,SHIPPING_DELAY,medium,app,2026-07-05T00:00:00,2026-07-06T20:00:00,escalated_to_human,fraud
c54321ef-5f35-4748-a3cf-c364b981395e,0b48151c4ac827afeee06ce2d77cc343,c06787ec-aef4-432f-b380-7eb4725e8a5c,ORDER_STATUS,low,chat,2026-06-27T00:00:00,2026-06-28T09:00:00,refund_issued,fraud
3f5efa55-1983-4c3e-839b-db43214e6db5,0b48151c4ac827afeee06ce2d77cc343,e5edb806-5b55-4304-aa6a-8cb4d3bbd042,DAMAGED_ITEM,medium,email,2026-07-18T00:00:00,2026-07-20T23:00:00,auto_resolved,fraud
f6befb66-7ab5-42da-bff3-aa66388187d2,0b48151c4ac827afeee06ce2d77cc343,bc575cc7-9911-4f16-b30d-c29c62869f34,REFUND,low,app,2026-07-03T00:00:00,2026-07-04T17:00:00,info_provided,fraud
5d729994-bb35-48d8-a395-a9614b05fa24,0b48151c4ac827afeee06ce2d77cc343,19215f15-d45f-428f-8852-776726c09526,PAYMENT_ISSUE,low,app,2026-07-02T00:00:00,2026-07-03T12:00:00,auto_resolved,fraud
f82fe310-e73e-4b4c-9c87-617b2245eca8,0b48151c4ac827afeee06ce2d77cc343,7d6f9cd7-25f4-48ea-90fc-d12fb24749df,SHIPPING_DELAY,low,app,2026-07-08T00:00:00,2026-07-09T01:00:00,auto_resolved,fraud
e3283f37-72dc-43db-9e27-ff7925983a39,0b48151c4ac827afeee06ce2d77cc343,12feba26-ffd9-4356-8b10-907b63c4ad33,REFUND,low,email,2026-07-23T00:00:00,2026-07-25T15:00:00,info_provided,fraud
0cf9a8e8-b598-4a87-b1b0-7c1692ff6942,0b48151c4ac827afeee06ce2d77cc343,3f2c00ab-4959-4a2c-ae63-0bf9a93ef238,DAMAGED_ITEM,low,chat,2026-07-19T00:00:00,2026-07-20T13:00:00,info_provided,fraud
5c33b2c5-fabf-4f3e-8c84-79a3d1b4f57a,0b48151c4ac827afeee06ce2d77cc343,5256d2c3-7d4e-41ff-8921-3806457a34b4,SHIPPING_DELAY,medium,app,2026-07-04T00:00:00,2026-07-05T11:00:00,info_provided,fraud
edd99453-8954-4116-a827-1a8329d5f28a,0b48151c4ac827afeee06ce2d77cc343,e8a744f8-766a-4a2d-a724-5d3f05ac149a,PAYMENT_ISSUE,high,chat,2026-07-10T00:00:00,2026-07-12T17:00:00,info_provided,fraud
bfb57b1d-386a-43cd-9737-afe069296ef0,0b48151c4ac827afeee06ce2d77cc343,44121945-ecfe-408c-9afa-e13cabd052e5,CANCELLATION,medium,app,2026-07-17T00:00:00,2026-07-17T14:00:00,escalated_to_human,fraud
27cf289b-3b1e-4e25-87d7-eb8366caf2cb,0b48151c4ac827afeee06ce2d77cc343,add133b0-fd96-4abf-89ba-d57dfccd5a4c,ORDER_STATUS,medium,chat,2026-06-29T00:00:00,2026-06-29T22:00:00,escalated_to_human,fraud
a846db7d-aeb7-44a0-b7ee-3af59c6c8726,0b48151c4ac827afeee06ce2d77cc343,3ae5538d-d82d-4184-b49f-93d0e417409d,DAMAGED_ITEM,medium,chat,2026-07-08T00:00:00,2026-07-10T13:00:00,auto_resolved,fraud
8b168b0d-6c7e-44b1-86e1-5c6e6dd7ef4f,0b48151c4ac827afeee06ce2d77cc343,59b8754b-337e-4b5a-9d65-1c4a7473cfe8,FRAUD_REVIEW,high,chat,2026-07-09T00:00:00,2026-07-09T23:00:00,escalated_to_human,fraud
fc677787-b3de-463c-9434-86b40b26cb3c,0b48151c4ac827afeee06ce2d77cc343,3a779182-8443-4efc-ba42-fe8cda333674,REFUND,medium,email,2026-07-23T00:00:00,2026-07-24T16:00:00,auto_resolved,fraud
d04e5e23-db62-4950-ac08-c1b8d527314c,0b48151c4ac827afeee06ce2d77cc343,1d65c792-80d6-4ae8-91b7-db09544545f3,FRAUD_REVIEW,high,email,2026-06-27T00:00:00,2026-06-29T15:00:00,escalated_to_human,fraud
424ccb50-fa10-4ba8-8224-d8078a941b4d,0b48151c4ac827afeee06ce2d77cc343,d3131b03-c01d-4636-ba1b-8d124a515c41,ACCOUNT,high,app,2026-07-16T00:00:00,2026-07-17T20:00:00,escalated_to_human,fraud
