order_id,customer_id,order_date,status,total_amount
995e5d26-60fa-44ea-a788-d02fbc6c9d0c,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-07-01T00:00:00,cancelled,581.61
8d9a5c5a-ae3f-4ead-8f25-5f6b78fb1d44,ea1bca6d388490f8f4ceb90ec9127c57,2026-07-01T00:00:00,returned,2418.78
e05bab46-416b-4206-ac3f-2ab872b6db51,8e44f96c051e781c86cee504038ab204,2026-06-25T00:00:00,delayed,416.86
9b6ca048-942f-4351-96b8-83f1553663cc,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-06-26T00:00:00,delivered,861.94
ca5eb88b-e638-4c49-b0b7-998d9da525d5,886fa36372fc4428557e3352f37ffc55,2026-07-15T00:00:00,delivered,337.94
d665cb0b-511c-45b8-b7b9-d552923207c9,e106b0bf1efc2352bda60eaeced76675,2026-06-20T00:00:00,cancelled,87.26
73dfa818-f09c-4774-a28c-088142b39c76,cb3766a52eaee82451ef56d6f12b9fb0,2026-06-22T00:00:00,delivered,452.51
2628da3e-3b7f-4453-91ba-4f04a537443d,476044a045850de49b672f57aee54b5d,2026-07-12T00:00:00,shipped,426.6
a70c3ca6-8dea-41d2-bb06-5b138d9ef6a3,f988e05b9c8653f57178a723dc42cfe9,2026-06-16T00:00:00,delivered,525.98
7e09d3d8-25da-4f50-9818-814ebcb077c7,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-06-28T00:00:00,shipped,145.01
d43c974d-19b3-41c6-9124-0b64a0eebc6d,e49eafd7e69d43b8d86f6b5590fafd02,2026-06-11T00:00:00,shipped,1234.52
f9476528-a882-4195-8b4c-a6e650ce753d,f34cd7fd85a1f8baff886edf09567be3,2026-07-05T00:00:00,delivered,180.52
2082d839-e8cf-484c-a65f-b11672fab6a6,08995ff3d56d1423655c3b21cebe06bd,2026-06-29T00:00:00,delivered,562.12
0ad19805-1ebd-4534-8675-9050e6a9e852,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-06-27T00:00:00,returned,1350.35
04e73d09-c68f-4a24-99c5-f7b9fe57a4f5,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-07-02T00:00:00,shipped,890.02
2128f3e4-910c-4783-b34f-78ba4a114417,acfb17c1122b06dd09ea27d6e55cd139,2026-06-25T00:00:00,delivered,393.04
1c3df772-41d0-43d1-be38-b6228ca8bb9c,6e9c6c2120611104445c767b78377d21,2026-06-15T00:00:00,returned,554.9
d64ed313-84f6-4f71-9a27-cf03519e3e89,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-06-27T00:00:00,delivered,1153.4
048bb07d-8868-4e4d-9a30-4c52b8ac0602,317a5bc8cf58c4401e221c74d7a51982,2026-06-21T00:00:00,delivered,1520.34
e07d0be2-0836-4964-b104-a24895a19533,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-07-08T00:00:00,cancelled,167.47
1a418276-cf83-42ac-a1fc-7a7f53311ac0,3fc63a1cff1beeaf62fff26f695de143,2026-07-08T00:00:00,shipped,43.46
7850a9d5-bb1c-4ee9-8407-b70460c00cbb,0b48151c4ac827afeee06ce2d77cc343,2026-07-17T00:00:00,delivered,433.05
404b0955-3618-4aa9-b168-c2b4160dccb8,01ca0680cddb7f4c71e3235f08cd16a2,2026-07-01T00:00:00,shipped,458.72
aa2f8dad-1dbf-49d6-b097-9b2cd0b125ab,ce900bc17b3e45ec05956db418d86207,2026-02-16T00:00:00,delivered,174.43
281335d1-c567-4bc1-874d-c3d9ac9daac7,259dac757896d24d7702b9acbbff3f3c,2026-06-24T00:00:00,delivered,1335.92
9a770981-da97-442f-ab90-58b2c01da24a,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-07-13T00:00:00,delivered,317.03
39cddcbd-f4be-45d9-8eb5-f7151f12eadd,ed20342b0e962655501a9a62f29e9a3c,2026-05-09T00:00:00,delayed,1490.36
6f29c09e-22ff-4979-b424-721b12ca7eb2,1098d1250d5bdf8bfc6a83f26494067c,2026-07-13T00:00:00,delayed,364.66
de27f566-d535-41d9-852b-95b584583ea1,691d75928efd2c5dd34b678f19783c28,2026-07-16T00:00:00,delivered,552.29
3ac43b66-47f4-477a-80da-d1e9e6fe8410,95b4b60a728bff942c8bd59a43effa33,2026-07-08T00:00:00,delivered,198.25
42186e5a-469f-402f-a109-3d08082d58a7,fa7e6f153b7724fda5c1d7cc7b9ae4ec,2025-12-30T00:00:00,returned,185.49
6e1ba929-cc8b-4318-ae2c-11f379bdfbf1,91ec50a00ae74d0a229d2efdf4344e1e,2026-07-15T00:00:00,delivered,107.68
f9c7140e-c6ca-4350-956b-d530d8ad8336,317a5bc8cf58c4401e221c74d7a51982,2026-06-25T00:00:00,delivered,34.58
10f625eb-a354-486d-8eb8-618c49520872,39d7ce28dfadb187458ae98f1e7e3857,2026-07-12T00:00:00,delivered,1498.82
9006f92a-d37b-4d76-a5a9-fe068f1a4184,f2cb4abe193595fe70e9c380e488004c,2026-06-24T00:00:00,delivered,247.85
b385075f-7008-443e-a6e8-b97fd7bb6798,317a5bc8cf58c4401e221c74d7a51982,2026-07-09T00:00:00,delivered,567.79
4d1cd0ee-aad0-45b8-a8e3-b9dc3fc39f42,55584b2bdf6ec728549eced086ec8694,2026-06-15T00:00:00,delivered,553.77
fa82dea5-ef83-439b-8fe1-1360b898c3d1,7c64114d404c93f2c4305a9f2e7dc3eb,2026-07-07T00:00:00,delivered,70.71
61d53823-d124-46dd-b4ee-46f2d69a3585,ea11bc07876aef08645f2c14d46b3ba7,2026-07-16T00:00:00,shipped,1815.48
e61fd440-efa5-4e33-90c0-57dc1b62aeb0,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-07-10T00:00:00,delivered,382.19
158ab069-296a-42f9-a8b0-1c5a84222f21,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-07-13T00:00:00,delivered,602.37
e4e6861a-324e-4dc8-8525-63060cd386b6,2057c4a178808ef5a87a40c6adf2d89c,2026-07-02T00:00:00,delivered,1509.31
ae0c0ec6-23fe-4ae8-bfeb-4aad4ced80ff,26a2b0baec2ef2e226f1297de4b6a86f,2026-07-09T00:00:00,delivered,338.26
16af9290-6662-48b2-8dc9-4ed6b0b8de95,c4ad2cc1cab80dd3e916573b773cdfcc,2026-06-28T00:00:00,delivered,263.68
28398046-f802-4aee-aed8-f339ae67cac2,557cd07fbd892abdb1dc537a91ac9f00,2026-06-23T00:00:00,shipped,631.67
86df30b0-47d9-4966-8f3e-cb2a204f8cf8,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-06-21T00:00:00,delivered,475.27
cda5afd8-03d8-49db-84e9-1adb95f3b96a,d864fec759886e2c8ee25038e7f095ab,2026-07-13T00:00:00,delayed,262.11
f8d0a5fc-615c-4efe-a842-c9785530a892,e5dbefdfdf3eff75c8e6cd655f128279,2026-07-08T00:00:00,delivered,544.88
964f1cbb-52a9-4c5a-9ee9-4a22a98a5343,6e74a070e214eca4da1af1d8c10e0b98,2026-07-13T00:00:00,delivered,343.34
3dd3ba1d-16b3-419f-89c7-49cade03663f,3af0b2f7654f613ff1527b997a2ac57e,2026-07-03T00:00:00,delivered,705.82
6b268390-21ad-4e27-86e4-b6eaa54add32,88baa2a0a13e63c2e2b3ebc09595e4c8,2026-06-20T00:00:00,shipped,1479.18
6cfcb56f-a325-42cb-b4dd-3d0d8def1ccb,62de6068da9506dca753598fcfbdcd16,2026-06-26T00:00:00,delivered,1360.81
2b82a6e9-26fb-474a-afa6-87f9464cec88,019441bdb2c9b0b1990cac725c427960,2026-07-06T00:00:00,delivered,1205.7
2bc421e0-9574-435f-b0c1-53ce4705de17,bc6839208cb211872c9e1909676cbd0a,2026-06-29T00:00:00,delivered,389.26
09394fe5-a599-4810-b46d-cdebd06f944e,de063bea4f3c9809b4780af305873f02,2026-07-12T00:00:00,returned,271.97
76f28934-1592-4d27-992b-afdcf8809de9,0b48151c4ac827afeee06ce2d77cc343,2026-06-28T00:00:00,returned,760.62
32e9ad73-72fa-43e3-8dae-05c7c6113f6b,b896655e2083a1d76b7b85df8fc86e40,2026-07-09T00:00:00,returned,680.1
57d537b1-c26e-463d-b604-ed4dccc88cf8,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-07-04T00:00:00,delivered,1222.81
59dcd13f-82d0-4d45-ae8a-ffab297cbce1,324b9a2e37fc2ab928a842b9429c46ea,2026-07-09T00:00:00,delivered,193.95
ea6527d8-0ea0-4bd7-8a71-7798eeee61bb,e486555873e1947a1de7b1ff1e8c3554,2026-06-29T00:00:00,delivered,434.63
701b4a28-67b3-468f-9457-28c29e741128,b134d1fbe77d00a8e0a4ce9d855ea927,2026-07-07T00:00:00,delivered,36.82
e097c1a3-d66c-4475-98c1-85b6d6431ed5,c107527184a9e9f426fc5a3e89cfb7e1,2026-06-26T00:00:00,delayed,392.81
82aee012-28f5-48c3-a197-a0e604a65c25,b896655e2083a1d76b7b85df8fc86e40,2026-07-05T00:00:00,delivered,225.32
7fb32a75-bb8a-4283-8e71-65159c3730df,84032c13e75382a35c99ae73156b30b9,2026-06-26T00:00:00,delivered,1899.42
9d095c69-7440-4a99-a01b-866844e5a4e5,0b48151c4ac827afeee06ce2d77cc343,2026-07-07T00:00:00,delivered,10.18
9bd812db-7737-4b0d-9c47-a89b3ee5ec4d,f054e8c1cbcf5e89ddd9b615c349936b,2026-06-28T00:00:00,delivered,610.68
5c6c2ce6-e436-4699-b27b-ab912fbba6a0,df2162a9aaf73bf42e812408330969a0,2026-05-15T00:00:00,returned,373.22
47b9a90c-967c-493a-9214-bfca95123024,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-06-29T00:00:00,delivered,197.03
350b86d8-518c-446b-bc60-7d240319ed2a,8c8b21e9534948db376200dd8de97c98,2026-05-24T00:00:00,delivered,526.89
feb7fadc-4c93-4394-888d-721393c0460d,795c1622cf7a53d63d324e862349d01c,2026-06-26T00:00:00,delivered,308.99
944ed6a1-a481-47a7-a455-b73bdc2767b4,1717cd357c7bbb3158e701005cf8e50b,2026-07-08T00:00:00,delivered,225.39
48afa0e3-154b-45cb-8bef-cf3fb695a27b,a012820fbbced38a03331716e231e0ba,2026-07-10T00:00:00,shipped,579.75
d406f4fe-dc66-42a6-8ea3-9f14da0310fa,f054e8c1cbcf5e89ddd9b615c349936b,2026-06-30T00:00:00,delivered,302.68
772a29a7-f8be-4778-ba57-97c66e8266b4,6df827ed74b2b39a2b18b83ba11949c5,2026-06-28T00:00:00,shipped,22.52
1b6caa21-7f07-4193-98db-fb581765c123,d5b838b5c341f1957cea18610d054ac6,2026-07-02T00:00:00,cancelled,478.79
1906522f-8bbe-4b5e-b72e-fa31857ae901,b0454e831e63abc9d4148e48e4ebb4ae,2025-09-16T00:00:00,delivered,111.72
ea48e7a1-e1d6-417e-ba81-0a8e2f041fa5,0b48151c4ac827afeee06ce2d77cc343,2026-06-27T00:00:00,delivered,8.31
003eba15-f9d4-4f12-bdd0-50af06ddf96c,f72d1ee92d55688d07ca88506300715e,2026-06-22T00:00:00,cancelled,266.89
e085ae38-7b89-4e81-b661-f8f63d3293ef,05c567475380140907b9ca53ba1dcfeb,2026-06-15T00:00:00,delivered,580.62
de3e0ef0-a957-4de2-b0e6-90aa3310b417,8dfb24fac32ec7170821d2be63fa9c1c,2023-02-06T00:00:00,delivered,1579.05
6cd5cdff-7408-471d-b3a4-e883d2b6dcf6,237d81d316c9afc1b1476200408455d8,2026-06-01T00:00:00,delayed,937.88
e58bb4a6-21f3-4b41-ab82-adab9d2d3fd4,2e22a2c99a49984d1ef90e308770ebe4,2026-07-14T00:00:00,delivered,156.05
1bff0bcc-56bd-49e3-9b41-3c6c3fc14543,60d23aecbf66b7f5058003a86e89232b,2026-05-18T00:00:00,delivered,286.94
0496804e-fd5e-437c-a58c-6028e54ba10e,d8c21a391fae9a2f8f784c3c25ff5f85,2026-06-17T00:00:00,delivered,276.16
9bd92154-9f28-4b64-a96a-1845569538a0,dc77e5e1396c807043f506f794d8fd1e,2025-01-29T00:00:00,delivered,1288.1
899fd59d-e91e-45b3-8677-f9e4b53769c1,4af9d92576710a7d35603adfdff67acf,2026-07-07T00:00:00,delayed,946.1
4b2e8f19-5eee-45a5-badb-6685679da16a,7e8ace5e83e019d284a1cf0108b57f94,2026-05-29T00:00:00,delivered,1733.96
554f5304-5146-498a-a769-b1bd9575596b,3f10bb8c1f2cbbbaee66cb7b8aade13a,2023-07-13T00:00:00,delivered,132.96
a11025fb-64a9-4516-82f6-89e9c807db20,16d778764561c820ab02b6ea12796b14,2026-06-18T00:00:00,delivered,368.12
cb1fe252-7d46-4db0-8c44-20f25d622850,f054e8c1cbcf5e89ddd9b615c349936b,2026-06-30T00:00:00,delivered,365.13
88a1194c-33c0-499e-8329-0f3301271237,34c6f984b590bbfe3d4d6c76007c0b1c,2026-05-21T00:00:00,delivered,428.6
2eead6d1-bd06-4dd2-a9f9-72c43c19f875,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-07-14T00:00:00,delivered,419.33
4fcafece-964d-4ec7-8a73-f58ad3172751,9d0bb2ad348ef886d42549292ffb6978,2026-06-22T00:00:00,delivered,2853.5
80de79c6-ef82-4615-ba11-f885355480a5,48464d1565a9447566fa926099aa5d9b,2026-06-29T00:00:00,delivered,619.51
b725bc44-3428-40bb-a1c5-c7fc5682c481,50aef30dabc7aca975dbdec85dcb848f,2026-06-28T00:00:00,delayed,921.76
011ae7c9-e9b0-432d-ae75-4c0c10b4c205,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-06-30T00:00:00,delivered,214.98
a653a39d-42ec-4bf7-baf0-f3d7b0117f5a,36f7cbc956469da1d4bdde49171d192b,2026-06-29T00:00:00,delivered,408.24
f71c18db-62ff-4cac-81a3-a0464bc3980b,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-07-07T00:00:00,delivered,597.95
4c2b3ad6-10cd-4497-a8f8-f0246bec2526,11cd4821f3f646fae625b1f043fb5ec3,2026-06-17T00:00:00,delayed,556.46
01d288a9-c73c-4857-aa48-031360533f14,89e3027de49c3012858cfeb7f5a34f59,2026-06-27T00:00:00,delivered,863.42
953b3d74-1872-4f7f-a7e2-03113503dc09,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-07-09T00:00:00,delivered,195.3
7b5b1398-6755-43ba-89d3-b49cccacbfd0,a5782905d18c0d30d5dfbf6f2a864719,2026-07-11T00:00:00,delivered,294.38
d6fa6d47-1c9e-464c-9fc7-f307e0aa22ea,e94f497b64b4c843216126feedb1dfae,2026-07-15T00:00:00,delivered,647.66
becd0e6e-62a5-422e-ad2b-84f71b2ab6ce,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-06-21T00:00:00,delivered,213.21
8d384490-6292-48e8-b349-eb8daa7f9e91,f054e8c1cbcf5e89ddd9b615c349936b,2026-06-02T00:00:00,delivered,81.52
df5bdfb2-7949-46a5-9667-48f80801e4dd,20bb1d9431264f331e47b2da94991eaf,2023-11-19T00:00:00,delivered,741.35
5b3056df-94dc-47f8-b985-d1c675e5d2ed,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-07-17T00:00:00,delivered,2377.05
784fed6e-fe3b-4933-948e-8cdd1eebf323,a012820fbbced38a03331716e231e0ba,2026-07-16T00:00:00,delivered,359.95
d9093254-e09c-4f0f-9b3d-5dc4c4d5d299,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-07-12T00:00:00,delivered,960.62
527ee0ed-4ee0-4787-ae3f-3b6e831427b8,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-06-20T00:00:00,delivered,447.71
0730ac9a-0898-4fdb-a620-308724fdd3c7,00e984e99fdfd52943156d2d7eb4a5e6,2026-07-16T00:00:00,returned,404.1
d286feeb-173e-452e-8256-13c65e737435,caf8cfa0ac3ff60facda076545837647,2026-06-15T00:00:00,returned,176.02
7ccb208d-1d6c-4690-80cc-c7e1b7506387,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-06-24T00:00:00,cancelled,1083.1
929b02e3-a052-43bf-8c98-fb81b812d0f6,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-07-11T00:00:00,delivered,1027.54
66809604-81e2-4b19-9cfd-657c7f1ac4be,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-07-09T00:00:00,delivered,259.29
d6e02690-32ca-4bcb-8aca-273449d61bc5,50aef30dabc7aca975dbdec85dcb848f,2026-07-13T00:00:00,delivered,93.99
514a2f66-bb4d-40d2-b44d-f3b36ad01ec2,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-07-14T00:00:00,delivered,187.68
3b326dd8-270f-42ae-931e-ea671c06dfdb,c1a83a518dec21a938b5ca2a66e47ef0,2026-07-16T00:00:00,delivered,748.21
2b71fdb1-ca1e-4de9-a1ae-17423381db90,17edcf1332227a04be5ee81262f0757e,2026-06-26T00:00:00,delayed,16.16
8d5f45d6-f8f0-457c-aceb-0658fece06c9,6b05110cdbb6841273fdb6718c9f58ea,2026-06-06T00:00:00,shipped,823.0
8c9a0ae5-f534-49fe-b0e2-addb24842e7b,5ad76b2e1b9830ec678ccda420872dcf,2026-06-04T00:00:00,shipped,367.14
8ccdf321-cd5a-4c9f-99ad-a6379dd130e4,f52a8a57228f8fc586dc65983d39904b,2026-06-15T00:00:00,delayed,772.14
4af5ce80-bb47-4d18-b954-903c2b30f70c,bc53fa6fe784dfc008612a79f5fc0e3a,2026-07-14T00:00:00,delivered,634.3
f5e91296-1ff9-4519-a476-e0ff88bf1629,ea8c130ad7f684ae458672c78e0dfd00,2026-05-27T00:00:00,delivered,142.34
bbf6cda7-6e0d-4d0e-a442-393f039d6e26,4ee553fa4da24e46926241e4a67812b0,2026-07-12T00:00:00,delivered,101.19
17bae1e3-ae91-40d5-bebd-5c0a9c007578,4d160824ea5977aa52fef32596211a93,2026-07-01T00:00:00,delayed,3022.25
edb302b7-c95e-4f28-9319-dd2cc488ea76,38e31fda99a5fb901d27134d18d36c75,2026-07-03T00:00:00,delivered,311.47
7d1c10e4-908c-4fa2-8d1b-3053288bb692,fdcf4139f50f370c91e8b8f33adde2a6,2026-07-16T00:00:00,delivered,789.93
c65dfe42-07e2-4c76-aa97-c1bb0b774c60,9460af1d681311224e08f4e6e00bf644,2026-05-30T00:00:00,delayed,71.23
fa65a60f-3bed-4801-b9c7-3e52ce7b01d6,00e984e99fdfd52943156d2d7eb4a5e6,2026-06-24T00:00:00,delivered,621.55
cae065ac-7247-4f7b-8de4-71d62259ebc2,01daeb09de8f07882ccd4319ffbc4693,2026-07-13T00:00:00,shipped,159.97
d61b3d0a-a23f-43a9-be1e-b7cb8e75d709,dca996b43abe5392a685a11289eb1fbd,2026-06-22T00:00:00,delayed,289.76
17315a07-1c01-447f-8f8c-8774a3408740,226c621e6babfecac4e9e776382c77aa,2026-01-02T00:00:00,cancelled,251.87
58071794-55fa-4644-aa1a-460aad556cd8,ceacc242acd679abeeaa2353b76b99de,2026-06-27T00:00:00,delayed,595.91
81247c69-5d4f-45df-a07f-436ac8dc45d4,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-06-28T00:00:00,delivered,516.15
a3367051-5f69-4891-b64e-68ddf9f167cf,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-06-21T00:00:00,delivered,383.22
30c2dbdc-763f-4649-b98b-c6ed4d9fadd5,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-07-12T00:00:00,delivered,786.39
f7f440d0-aef6-40e1-8a86-d2d91e89e69b,17edcf1332227a04be5ee81262f0757e,2026-06-24T00:00:00,delivered,231.83
c7716d0b-f2b5-427f-af12-f3b814b1235f,6056d31a9cf9cf98ea9de7ef86cf4f5d,2026-06-29T00:00:00,delivered,1596.3
f2950b62-8c16-4f75-961b-17e36ce6682e,717aa48025662fcf27ddebbecc5f782b,2026-07-06T00:00:00,delivered,289.06
ecb4e4ea-00f5-4f90-863f-ca7bd9c8b1cb,4232024117e4618d2cfdc07c30b5d3c7,2026-06-26T00:00:00,delivered,849.04
301aa4ec-b43b-4aa6-9372-24d19a00d925,07f61caa1c9e850c14e94854cec87545,2025-07-21T00:00:00,delivered,436.97
05831469-30ec-4a8b-8cd5-db546c87f686,f3df2c0b7cf3814b81b37ff6273f76cd,2026-06-22T00:00:00,delayed,828.38
ef8ed45e-0a7c-4b6f-ac80-42c5a1e2ec63,295c05e81917928d76245e842748184d,2026-06-26T00:00:00,delivered,118.55
c90a16eb-7b52-4d8e-b33b-204c4d5fb28e,9751244bd65fd1f1166ab7f3e10a31ab,2026-07-07T00:00:00,delivered,715.52
c038662e-7c92-480c-adf7-56729440e8c9,fc25f71bab94146446884fc523121d48,2026-07-08T00:00:00,delivered,184.92
0d344e67-3d59-47b5-8a9c-0107ade00bf1,9ccfff93c79f3dd996cce15f26480c5b,2026-06-28T00:00:00,delivered,2221.15
3e0711ae-04a5-46cc-8298-c511e722ab8e,ed62ab8aab76f4d4efc4344ba5ef3a6d,2026-07-13T00:00:00,delivered,2498.12
6cd62603-9928-4b84-997c-0f73454cd15c,7c70ca4d728c6988ee9c326479b5f507,2026-06-29T00:00:00,delivered,313.59
a0d547db-8ccb-43da-bc9b-89de38333978,8e323c75fdec6658ed2933b3f2ecc33a,2026-07-14T00:00:00,delivered,557.12
0507976c-6161-4c38-b699-dc5d21717485,1098d1250d5bdf8bfc6a83f26494067c,2026-07-06T00:00:00,delivered,1013.57
8a7faaef-9b4f-4468-92b7-d4becadf3af0,470a8f2e1dc7b277e4625f23039c6f84,2026-07-11T00:00:00,delivered,136.19
48763882-0052-4b17-82e9-3040181ce211,9d74adedec2d8b3f568c85f97e0563c5,2026-07-15T00:00:00,delayed,194.77
132a1e35-bf19-407a-854c-84dff7e791fd,cad6e6cc5d7a8620efda1f8310fba9d1,2026-07-13T00:00:00,delivered,35.61
f3a3c8f8-9757-479e-bc92-46513ce4175a,9b05b38d7d9ef19a89815c217b30fd37,2026-06-17T00:00:00,cancelled,232.38
9a3153d6-aadb-486a-bbf0-a7e26aa5cec8,0dd47ea03f3e61825df9e2bc94c292f1,2026-07-10T00:00:00,delivered,25.88
847077a8-6958-43ed-9a39-f47db9d7ed43,a40096fc0a3862e9e12bc55b5f8e6ab2,2026-07-17T00:00:00,delivered,225.95
4a792446-0edb-44e7-a07a-2abaaa1a66ca,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-06-23T00:00:00,delivered,458.19
7b07ace2-3d30-4db7-bc72-b8db76661de0,75911973553414cf548f0d62eb2f0fbc,2026-04-12T00:00:00,shipped,121.93
480ee8e4-6d91-4e3b-a72b-9bc11a65142c,6df827ed74b2b39a2b18b83ba11949c5,2026-07-03T00:00:00,returned,859.11
7fa0bfaa-4ab8-4b2b-9662-8a778e58fd7e,00e984e99fdfd52943156d2d7eb4a5e6,2026-07-06T00:00:00,delivered,22.27
1e30593d-9381-46e9-b0f8-a0a2a52c1ab2,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-07-10T00:00:00,delayed,220.65
6f8dca1f-8927-4772-a480-bfbb8cbf9948,6056d31a9cf9cf98ea9de7ef86cf4f5d,2026-07-12T00:00:00,returned,588.62
e89c1e3a-c5b0-4424-9d94-76cdef7ea3e0,07342638d0e0aad32c3cf0efc1a37ba5,2026-07-13T00:00:00,delivered,631.26
01a0c139-b63f-489c-83dd-d68e044cfe20,996d5fb8a5736b0fea622c72fc1026c7,2026-06-05T00:00:00,delivered,1264.21
5d67ee55-79ca-4e94-8040-b9dc53949734,ed2e7c127faf8aacf910fb4ecb881966,2026-07-10T00:00:00,delivered,15.95
abff2020-18b7-4282-940c-5dc86e999bf0,51c3c1f2163c5e5a546e0478cbe00c57,2026-07-06T00:00:00,delayed,306.43
ae6a0397-809b-462a-b894-5087e81eb08f,de5b15b5269883dea3cf95f30cf7fece,2026-07-17T00:00:00,delivered,473.16
ad15888f-8588-4ac6-83a6-80c8dab0e95e,f054e8c1cbcf5e89ddd9b615c349936b,2026-06-28T00:00:00,delivered,485.94
3cb079ad-d7d1-4005-9b3c-1d366e230552,29c059c81f62aa098e896ddd7fbc5c32,2026-07-17T00:00:00,delivered,550.34
1372d94a-c5dd-416d-b78b-6250ae899878,717aa48025662fcf27ddebbecc5f782b,2026-06-12T00:00:00,delivered,1219.3
7a5cdb36-e305-4b17-bf43-4979e8fc9e54,684fda5905aa430123c7b293106a337b,2026-07-15T00:00:00,delivered,416.13
aa29d724-c01b-4836-a16b-8a30528d59bd,ce590a0c44295fc160eca2f1791f37e9,2026-07-11T00:00:00,shipped,1017.76
8e65bb5b-d6f9-4310-ae6c-b2a2ad432884,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-07-04T00:00:00,delivered,212.4
0892219d-3d3c-43c9-8bc4-b59c7440d288,ef94ab37c9e865083fb1916862c23fd2,2026-06-23T00:00:00,delivered,1231.49
a4e3f18f-f71e-4631-9a27-751b9f090146,bc186285d21adeb7b7c88af5e40665cb,2026-04-13T00:00:00,delayed,579.3
efdfc808-4582-4ed5-a4f7-fa8d2c2fd5b0,09ec740fbf182446388824c67a5fb78d,2026-01-21T00:00:00,delivered,130.03
a6240fe6-9a4c-417f-8d5e-8acdc9f3a75e,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-07-05T00:00:00,returned,167.47
fc0c86e1-6ba5-4a18-a00c-829850306b3e,5a3ee05d197e24b7bafaac3e2cbc7e55,2026-07-07T00:00:00,delivered,586.47
