product_id,name,category,price,rating,in_stock,image_url
ba9429f5-6527-4c3a-9f62-df0b73bb7f4c,Progressive grid-enabled middleware,Beauty,51.58,5.0,True,
8ff8c54c-a95a-413a-af58-d1124e6ecdf9,Cloned modular firmware,Books,149.54,3.8,True,
426cbad4-b1dc-4ccd-ab1b-3ca80ee17d7a,Team-oriented fresh-thinking challenge,Electronics,256.64,3.8,True,
91356cb1-02e7-4be4-95a1-940f232dd1ab,Persistent discrete utilization,Home & Kitchen,252.56,4.4,True,
7f0fa12a-4c48-4d08-937a-387834bc3629,Multi-channeled scalable core,Home & Kitchen,75.37,4.0,True,
bff8200b-6785-4c98-8f97-6d8aec057019,Open-source fault-tolerant complexity,Books,116.61,4.3,True,
f5d45b8b-954a-4d41-8720-0d6319d39b50,Face-to-face grid-enabled knowledgebase,Home & Kitchen,121.74,4.7,True,
4231b2f7-bb16-4aff-9117-0591648b085b,Ameliorated 24/7 frame,Toys,334.9,4.2,True,
5269b3eb-6f3e-4e59-b356-4a500e7d66e2,Cross-group cohesive process improvement,Home & Kitchen,82.82,4.6,True,
801831f0-7d68-4ddb-97a3-6fce546c679b,Cross-platform zero administration open architecture,Sports,445.72,4.9,True,
117e23ef-7899-4f7d-aa71-5c2cb334324d,Devolved neutral standardization,Books,382.24,4.9,True,
54181c8a-f37e-4165-afbb-ccd27dcde7b0,Managed bi-directional neural-net,Books,10.82,3.7,True,
f38b20df-75c9-4e85-98b3-3829fd3951b4,Customizable systemic instruction set,Electronics,320.57,3.5,True,
2222fae1-e289-4194-b39b-9d6c67ff1a77,Cloned responsive conglomeration,Home & Kitchen,34.72,4.5,True,
4e93d3fc-4b39-474a-9a4e-f024b25167bf,Self-enabling fresh-thinking hardware,Beauty,299.4,3.5,True,
29cadb51-883e-4b46-905f-6dc603235ec5,Re-contextualized 3rdgeneration forecast,Beauty,13.24,4.3,True,
bdec66d8-fda9-4992-84de-5f9b46ac141d,Synchronized hybrid budgetary management,Home & Kitchen,15.58,4.7,True,
77e4b3e8-95b5-4e1b-8a8c-5b6515dc0081,Automated analyzing Local Area Network,Books,423.35,3.8,True,
476efdd0-046d-4c55-a878-2f7a9ea23e5f,Robust context-sensitive definition,Sports,73.81,3.8,True,
46ae009d-eaeb-45e1-acd6-e487ab5cfd9e,Centralized empowering interface,Books,164.66,4.7,False,
0b5f7d3c-3848-473f-9847-35f5436c84e4,Open-source 4thgeneration application,Beauty,210.88,3.9,True,
2bb85878-7f14-4af7-b70d-0a07c32ab4a0,Configurable clear-thinking open architecture,Home & Kitchen,310.35,4.8,True,
f09702b5-2443-48c0-a42b-bd13e91f98b7,Fully-configurable multi-state circuit,Books,295.25,3.5,True,
3d532a0b-5aad-4c66-ad83-88cc189b140f,Persevering background algorithm,Beauty,252.29,3.6,False,
18ff1136-3ec8-47ee-96aa-ff4db579e857,Cross-group uniform synergy,Apparel,44.55,4.8,True,
4cb28624-12b6-401b-a7ca-fe9d93ff3e2f,Enhanced dedicated capacity,Home & Kitchen,258.11,4.8,True,
db6cbe35-c7f4-44e4-acdb-c61df514fef9,Re-contextualized user-facing product,Sports,414.27,3.8,True,
7f31b2dd-25b2-4e9d-828c-29c00c989cea,Optimized asymmetric hardware,Toys,400.3,4.2,False,
9548919b-aa36-46e8-8fbb-d5f0da319bda,Cross-group clear-thinking algorithm,Electronics,310.52,3.9,True,
34a189ea-cc18-4b90-91ae-f60a0a76b21f,Streamlined empowering monitoring,Toys,22.54,4.9,True,
d9b14af9-d247-492f-8e97-b762d7a3e098,Universal holistic access,Apparel,267.47,4.6,True,
70ff02b2-69eb-4554-953c-432d85e41353,Proactive user-facing interface,Beauty,418.56,3.9,True,
c5264727-db80-4568-8db5-65e7d4798805,Optional web-enabled Graphic Interface,Sports,376.92,4.1,True,
6d374033-7f5b-4846-b9ef-5bb96dc2070d,Face-to-face zero administration superstructure,Home & Kitchen,177.66,4.6,True,
d74199f1-122e-4448-9a26-2020f76274e5,Versatile empowering function,Toys,328.08,4.3,True,
25ed11d8-1b34-4b50-a3fe-3bd5dc2d3117,Multi-tiered uniform analyzer,Electronics,51.18,3.8,False,
1b61c6d0-5e26-42d0-a7bc-e622e4a90a6e,Integrated solution-oriented conglomeration,Sports,347.9,4.9,True,
250a2525-3e5c-4e2b-bded-4ab6d50f64f0,Digitized leadingedge instruction set,Books,152.26,4.5,True,
b5438b10-4d15-40ba-bf40-7ebc29929462,Face-to-face scalable framework,Beauty,224.85,4.0,True,
1caebde4-a31a-4859-a85e-0a4ebe0965a7,Networked 4thgeneration benchmark,Beauty,90.1,4.4,True,
acc78e57-500d-4559-a906-984a684465ab,Secured background groupware,Books,281.43,4.7,True,
41b4ff92-702c-4832-bc49-2df05d7232ed,Front-line 24hour hierarchy,Electronics,126.44,4.1,True,
71fc3b50-3458-499d-83c8-4d08ffed0fe4,Proactive uniform synergy,Apparel,334.93,4.0,True,
1f382c11-f8d0-4686-bcb9-0895f80545e6,Self-enabling demand-driven superstructure,Electronics,424.79,4.2,True,
e62ca803-e1a1-41e0-bb51-36036538a400,Integrated mobile collaboration,Electronics,66.57,3.8,True,
ec9d9767-a5b3-465a-890f-447bb6a70c06,Fundamental disintermediate hardware,Sports,234.5,3.7,True,
9211af89-9be9-4ff4-a6c9-af2bca70595a,Realigned intangible artificial intelligence,Sports,49.13,4.4,True,
75d2cf18-2bd1-4d8b-a971-916b1ca1ab39,Pre-emptive incremental monitoring,Beauty,13.45,4.1,True,
0423b4b4-c1f6-4c87-a89e-0984d59dcead,Down-sized cohesive functionalities,Toys,406.3,4.9,True,
8be1f253-3aff-4125-aac3-649dfd6aa47e,Versatile bandwidth-monitored synergy,Sports,238.33,4.5,True,
0e746e68-ae03-4733-bd0d-99d8c3992c22,Synergistic clear-thinking knowledgebase,Home & Kitchen,141.1,4.2,False,
3d9a1be2-72ee-4cf9-bc9d-ef8b6b02d031,Synchronized contextually-based infrastructure,Beauty,129.98,3.9,True,
06e70b72-70e6-4f17-b84b-0bbb3e984fce,Organized 24hour migration,Home & Kitchen,119.25,3.9,True,
ccf7476e-b6be-4fef-a7f9-af408b0e5f7f,Object-based intangible strategy,Sports,280.57,4.2,True,
e5902be9-ca2c-42f0-9107-f9438de4100c,Networked grid-enabled standardization,Electronics,427.38,4.0,True,
5cfda3f3-5e12-45b1-8f5f-7d5b8c97abad,Open-architected coherent capacity,Books,389.09,4.2,True,
cd358d44-974f-4b6c-8544-29a95edc224b,Grass-roots asynchronous process improvement,Books,387.9,5.0,True,
22ad66fc-fbc3-4f8b-83db-fc50bb90b421,Organic incremental moratorium,Home & Kitchen,274.62,4.5,True,
a96a4932-c7b2-49c4-b0a7-758c52b8a360,Organic multimedia flexibility,Apparel,434.34,5.0,True,
28bf4f94-16d4-42a8-8c8e-2371af0e8fa0,Secured explicit leverage,Toys,287.74,5.0,True,
2abf8ee7-6617-4ccf-8130-60979da41a76,Persistent attitude-oriented protocol,Home & Kitchen,174.22,4.7,True,
6d398f94-c2c4-4a9e-abea-d4c7b3fdb92d,Diverse optimal approach,Electronics,419.97,3.8,True,
b9d60516-28f0-4051-ab7f-b12d286b5255,Sharable demand-driven hierarchy,Apparel,309.32,4.3,True,
b20dc326-b91d-47e3-8162-57b23d73dda4,Advanced 5thgeneration installation,Beauty,424.79,3.8,True,
420fdb81-0e36-4c9e-b7f4-ac576fed8a76,Customer-focused multimedia framework,Books,314.23,4.7,True,
c64e27d9-0155-426a-b370-b5f865da7252,Profit-focused non-volatile matrices,Beauty,305.46,3.7,True,
4bef7749-4f36-466b-a3af-717977ead2f7,Innovative client-server capacity,Home & Kitchen,299.13,4.6,True,
33d6d27b-aa0c-41fb-a57a-9245a7ecb4f2,Front-line foreground flexibility,Electronics,206.49,4.4,True,
95a59f09-c025-4103-9feb-5534c13d2e08,Expanded fault-tolerant application,Sports,231.92,4.9,True,
206652a9-7792-49ed-aaf5-65c79d38a927,Integrated uniform instruction set,Sports,24.25,5.0,True,
4de22601-fb83-46a5-9c8d-1cb08ee8a8b0,User-centric web-enabled implementation,Books,245.31,4.5,True,
5e2caf3a-14da-410c-aeb7-13369402a0e5,Reactive coherent budgetary management,Books,117.72,4.5,True,
767d1761-73da-4262-ab19-5ebbfe41a0fd,Distributed background Graphical User Interface,Sports,27.58,5.0,True,
04b1033e-e283-4937-a61f-12eddbf89430,Sharable intermediate extranet,Beauty,435.33,4.0,True,
1689bccb-26bd-4cb9-a46f-b2fc95bfe332,Robust user-facing system engine,Electronics,12.66,3.9,True,
a25dfc89-fc28-4255-b431-a2be2a800688,Multi-channeled cohesive help-desk,Sports,254.63,4.5,True,
5fd1eef4-c97a-43d3-a7e9-79e12594f42a,Function-based object-oriented toolset,Home & Kitchen,180.88,4.7,True,
f6638a21-1edb-4e3d-9ae0-1aeb8ea610ea,Enhanced 3rdgeneration initiative,Sports,74.63,5.0,True,
ea499b3c-8430-4e07-b658-15eefe9a4e58,Switchable system-worthy focus group,Home & Kitchen,191.86,4.9,True,
a8c3cb54-22c1-4891-9b25-964519441fb1,Horizontal secondary array,Toys,70.62,4.0,True,
c9154faa-5a8a-48e3-a033-239a7ea60d71,Visionary bottom-line attitude,Apparel,238.33,4.0,True,
8d0766e2-735f-4096-8018-2a9aa48a58ab,Synchronized tertiary pricing structure,Toys,315.97,4.0,True,
2967f92f-76af-4e64-9e59-ea3e4b8ca41b,Proactive zero-defect customer loyalty,Books,322.16,3.5,True,
55d29e7d-9e5d-4151-b33f-6491655e2689,Quality-focused neutral artificial intelligence,Electronics,307.3,3.7,True,
a3080a63-25e7-4038-bef9-498470984c97,Progressive client-server Local Area Network,Apparel,236.07,4.3,True,
a318f512-1949-4482-b42d-41f234c0a8c5,Fully-configurable 24hour secured line,Beauty,431.64,3.8,True,
acebc237-9a34-4ff8-8384-3223440f7b7f,Optimized discrete function,Apparel,90.38,4.5,True,
bc0ecc0b-b582-44ec-a70b-518e0b12b951,Face-to-face global service-desk,Toys,279.44,3.8,True,
777a3067-cf80-4a63-b406-1d5840f12d0d,Reverse-engineered zero tolerance forecast,Beauty,9.97,3.8,True,
0b20b828-9878-49b2-bd60-1569c975cad8,Profit-focused motivating workforce,Toys,365.46,3.6,True,
a5adf90e-7bc5-49a9-adb7-f6ea8bb4bcef,Enhanced uniform architecture,Books,245.3,4.0,True,
4475cd4d-5794-4089-97f5-3ee932cce775,Progressive multi-state focus group,Electronics,123.96,4.8,True,
26ae6544-774f-4ee1-9584-6c6936a0a84b,Reverse-engineered intangible monitoring,Toys,146.52,4.1,True,
bc105bf3-c461-4500-b182-538705888ba2,Ameliorated impactful initiative,Electronics,161.78,4.8,True,
19d537f1-2378-4c15-ad3d-f405eae358a1,Fundamental zero-defect adapter,Books,305.73,4.7,True,
e0218e82-d2fa-4023-b5c1-f7bde2be620a,Monitored bandwidth-monitored attitude,Sports,45.46,3.7,True,
08525686-bddd-4c46-ac47-c35d61f70e40,Balanced contextually-based array,Home & Kitchen,59.69,4.1,True,
ee6f4b72-9179-43a6-b4f0-9cd9caeadba2,Diverse holistic function,Beauty,192.86,3.7,True,
a7c0fec6-74ad-43ab-b5dd-48142f0f4e00,Exclusive stable synergy,Apparel,223.11,4.3,True,
d96bcdea-2732-40c9-8581-f513283a76c8,Grass-roots attitude-oriented website,Apparel,253.27,4.2,True,
41519764-a891-4068-b7cf-58cfdacf6edb,Up-sized contextually-based encryption,Home & Kitchen,380.16,4.4,True,
91cf81fd-2870-4b23-bd87-45b23416db44,Assimilated bottom-line strategy,Electronics,222.2,3.8,True,
2abbc498-3bb6-447b-ad9c-e293ce86f383,Open-architected actuating function,Sports,231.4,4.2,True,
8e5f37f2-266d-44bc-a0b3-eb6b209d1b98,Seamless value-added moderator,Beauty,321.88,4.2,True,
6f7429f2-9c5c-4874-a2e3-60f99918fb8a,Optimized 24hour encoding,Sports,21.64,4.6,True,
f0ebe378-f0c1-48e5-adaa-96e6cd7ce37e,Proactive client-server attitude,Home & Kitchen,107.38,3.9,True,
bf50d406-fb9b-48af-9662-22ddfdce106e,Universal upward-trending project,Sports,336.19,4.6,True,
d6e318c6-6ecb-48b6-b17b-e959152c0ea2,Profit-focused human-resource application,Electronics,261.14,3.9,True,
a22f107d-9d3f-44d9-a7a9-7cbe4ba2f606,Centralized dedicated complexity,Home & Kitchen,247.58,4.6,True,
f8ad8e00-6222-4d19-97ce-e4ea5e27f02b,Centralized tangible customer loyalty,Beauty,249.49,5.0,True,
37b62bc1-3b6b-4189-84e0-f9de333a6bdd,Customer-focused radical knowledge user,Books,296.92,3.9,True,
9a2383c0-2209-428b-afec-18a9b712b410,Reactive optimizing process improvement,Electronics,206.78,4.0,True,
3eee9ac6-57f4-4e67-96ce-5b99c3655bf8,Robust actuating artificial intelligence,Beauty,390.46,3.7,True,
532216bf-8fa6-4976-b5fd-008c93da89c3,Cross-group even-keeled alliance,Apparel,366.33,4.4,True,
3d535930-83da-4639-9804-4bc95b4d720d,Advanced demand-driven framework,Toys,277.74,4.1,True,
c76fd59b-a654-49aa-a539-51c12122403a,Phased bifurcated encoding,Books,99.33,3.8,False,
783f4d95-1e4b-481e-9bb8-b6c696f30277,Customer-focused web-enabled solution,Home & Kitchen,243.27,4.4,True,
f7d9c60b-a54c-4b6e-ba5c-2129e0d501ff,Proactive value-added attitude,Toys,137.34,4.4,True,
5ed35ccb-2e5a-44d3-9ed4-de606239f41b,Reverse-engineered maximized task-force,Sports,443.59,4.5,True,
50a13be6-822d-416b-84a5-d0dd372d180f,Streamlined next generation instruction set,Books,355.28,4.9,True,
7fea5051-43a2-49b7-8142-c17676a3a71b,Balanced zero-defect synergy,Books,297.91,4.6,True,
5ac68ee1-834c-45af-996d-4d7945d8e24e,Customer-focused responsive system engine,Apparel,322.44,4.7,True,
ab37ba77-9168-4b3c-a772-78a365279faa,Networked coherent task-force,Toys,181.57,3.7,True,
ebf32224-0495-4732-b4f9-e735cfb7668c,Multi-channeled systemic structure,Toys,191.09,4.2,True,
ed1d6f79-a605-485d-8efe-ef725df29b7e,Seamless web-enabled application,Books,49.15,4.3,True,
0c177f88-ff58-45c8-9fa2-e1ffd34e8404,Up-sized motivating firmware,Home & Kitchen,208.98,4.2,True,
6ca92199-05f2-4412-a291-93170cc587e7,Cross-platform optimal project,Books,350.17,4.6,True,
f85c850f-0027-4b6b-a536-87191424fa9d,Horizontal scalable Local Area Network,Beauty,288.6,4.5,True,
8fafbb54-7854-41f6-9ffb-57ddb50aab8e,Progressive full-range hierarchy,Books,244.22,3.8,True,
b21b7c8a-6416-4e13-9ebb-f1783d0cc01d,Advanced responsive capability,Apparel,226.66,4.0,True,
a6bd4eb0-0331-45af-bfbe-0a2df134acc4,Compatible demand-driven intranet,Sports,263.45,4.3,True,
2e7e36b5-5547-4239-85a2-c38943ae9510,Mandatory directional Graphical User Interface,Home & Kitchen,403.22,4.6,False,
f7884c11-a23b-469b-a978-15ef7ace6fa8,Progressive composite strategy,Toys,354.48,4.2,True,
1919335b-bdc1-40c3-9a74-7ffe74cc320a,Decentralized 3rdgeneration leverage,Books,77.83,4.2,True,
0e97fcbb-7ae1-493f-995f-789f488abfc2,Down-sized next generation moderator,Beauty,97.42,4.5,True,
bfa703d5-3cbe-4073-b752-792a305fc987,Synergistic leadingedge model,Toys,141.42,4.8,True,
43498466-7809-47d4-91ec-e5de73bc9a7d,User-friendly 24hour leverage,Electronics,297.33,3.9,True,
e487e1f7-d9e7-4625-b259-2ed0a0fb1ce0,Devolved zero-defect Local Area Network,Toys,81.16,4.1,True,
964895e8-f368-49dd-877c-eedbcda8a28c,Right-sized well-modulated approach,Toys,341.81,4.1,True,
16c4f3a8-fe2b-4b8d-a3f6-d6ae49b97139,Universal discrete Local Area Network,Electronics,8.48,4.2,True,
507f2383-aab3-489b-bc8d-7b6583d3f0a7,Customizable intangible benchmark,Apparel,237.59,4.2,False,
6508d24f-6d77-4369-a545-9b2acd7e0dc1,Optimized 4thgeneration neural-net,Home & Kitchen,369.16,5.0,True,
e73f00dc-44a1-4322-85d9-b0a2437d5e65,Team-oriented multimedia budgetary management,Apparel,219.14,3.8,True,
b844cee6-130e-48b8-a591-0e2390ce1c32,Vision-oriented reciprocal leverage,Books,53.27,4.0,True,
702a9c74-ba33-4f08-8e85-808cdc4894d1,Distributed clear-thinking customer loyalty,Apparel,177.16,4.7,True,
eefcecba-1dba-41c4-aaeb-8ef4f1e7a5f7,Synergistic radical task-force,Toys,446.88,3.7,True,
e2f79cf1-8d33-4b73-b2df-bdfcee31f31b,Reverse-engineered scalable info-mediaries,Electronics,277.76,3.7,True,
ae68f131-344d-4894-8da1-46b3bf51751a,Function-based mission-critical matrix,Apparel,285.61,3.7,True,
31163edc-f5f4-49cf-b36c-cb742d7ab4b9,Vision-oriented bottom-line monitoring,Toys,203.53,3.8,True,
38376d8e-5928-4b87-89c2-54f69aa1ad5f,Exclusive mobile Graphical User Interface,Apparel,340.58,4.4,True,
0547d0d9-682d-4a49-ab4f-7b95123d8793,Focused 6thgeneration knowledge user,Beauty,147.01,3.7,True,
a7180dbf-3234-4ed5-a976-3657dd3dada1,Operative next generation benchmark,Electronics,117.69,4.4,True,
de5e59e1-281a-4818-b8fb-4bb193c9159c,Adaptive contextually-based website,Home & Kitchen,352.3,4.5,True,
9aaf72d6-4dd4-4852-ab53-025ab0085ca8,Horizontal neutral access,Toys,395.12,3.8,True,
de3c0aa1-f630-47c5-98cb-dda40c75f49a,Synergistic uniform structure,Apparel,338.55,3.9,False,
c35b2ec9-446c-4755-b297-a99746bc6e8e,Reactive high-level toolset,Books,429.96,4.2,True,
c166c40f-a399-4d82-a90a-53d0d12cc5b9,Multi-channeled maximized middleware,Beauty,290.03,3.6,True,
e85d6697-10b9-4085-a7bc-1c660c23eab5,Automated 24/7 concept,Electronics,444.2,4.9,True,
2f680134-1664-4371-97fa-d117fb176eb1,Streamlined eco-centric secured line,Books,378.83,4.1,True,
ec87a709-6fe6-4852-a0a6-55be8d061d97,Implemented content-based website,Apparel,345.12,4.9,True,
7a2b7857-6a26-4c25-ab11-8188690707e3,Visionary client-driven data-warehouse,Electronics,267.61,3.5,True,
9ac80666-21ba-498b-bc37-ada6fdc51801,Object-based contextually-based complexity,Electronics,427.32,4.1,True,
525d2c53-2c58-40b1-889d-ff1ba7b806b9,Decentralized hybrid paradigm,Toys,229.46,4.1,True,
ee5a32cd-8488-40ac-8d99-2c2aeabf1851,Automated human-resource portal,Electronics,291.12,4.3,True,
7a7cc597-0060-46b7-aae3-4d2034c402bb,Synchronized well-modulated implementation,Electronics,144.98,4.3,True,
51894c77-dc4f-425e-9e30-696c5fc804a7,Reactive heuristic knowledgebase,Books,76.68,4.0,True,
267290a2-b725-4da9-86ed-7045d71d287c,Fundamental hybrid secured line,Books,376.86,4.5,False,
441dce81-3143-48d0-a3e5-9c5c54e86446,Phased 3rdgeneration info-mediaries,Toys,201.37,4.9,True,
393f1257-ec5d-42a7-855a-9eb4447f62f2,Organic systemic software,Apparel,46.11,4.2,True,
ee33831f-5243-43f4-aa2b-4accd330bf6c,Multi-channeled asymmetric Internet solution,Sports,32.32,4.5,True,
50968112-f131-4e99-a816-16cb8751a6e4,Secured system-worthy capability,Apparel,60.79,4.6,True,
05b99156-b27a-4f73-a8b9-35dff58b4c3c,Fully-configurable object-oriented hierarchy,Apparel,227.41,4.0,True,
030d3cb3-550e-4f7c-91f8-b4ee45d9fc41,Total value-added circuit,Books,326.58,3.8,True,
4cd68a72-c42d-4c86-9411-8c7f25d44fcc,Cross-group fresh-thinking approach,Books,394.07,4.6,True,
6ebbb181-fbb2-420e-b352-0381f116d39e,User-centric bifurcated installation,Electronics,156.07,4.1,True,
3a8ca8fb-fba6-4e01-8642-ed91a37caa30,Innovative client-server info-mediaries,Home & Kitchen,322.85,4.4,False,
160d75b1-f1ad-465f-876b-dd8ac0ef04a5,Compatible 24hour matrices,Beauty,233.77,3.6,True,
5f8d3e21-a12d-4ff1-928c-b4a26e03f7d5,Advanced didactic customer loyalty,Apparel,170.52,3.9,True,
7483e048-7965-4877-9995-9220a3be6267,Multi-lateral 6thgeneration projection,Sports,305.96,3.7,True,
84361900-9ebd-4f1c-95d6-fdf15e394edf,Programmable zero administration firmware,Electronics,27.46,4.8,True,
d0821d80-817b-4713-9512-b5959e36a2cd,Diverse executive data-warehouse,Beauty,168.88,4.9,True,
32e0cf46-6552-440e-9a0f-363ee7bd3866,Total value-added solution,Books,23.63,4.7,True,
f05ef533-5e79-4676-9f20-224079adc01c,Customizable regional monitoring,Toys,193.36,4.0,True,
f47b5cea-976f-427a-ae7e-09035712eae9,Face-to-face object-oriented challenge,Toys,149.41,4.7,True,
1361e2fa-48bd-427d-99c3-567cd5b55a3c,Horizontal needs-based frame,Electronics,229.9,4.9,True,
4bbab9c7-1abb-424f-9440-f1b1909f658c,Profit-focused asymmetric definition,Books,235.97,3.6,True,
11656b1b-7853-4d5e-95d1-52624584b395,Assimilated 24/7 framework,Beauty,390.79,4.7,True,
a96fa396-12e7-47a2-b198-9e2b76238300,Customer-focused user-facing interface,Electronics,252.47,3.5,True,
0428dee3-d273-4fd4-bf39-54cf8f2cf0ac,Right-sized asynchronous access,Sports,354.75,4.6,True,
6be174b3-0f53-4932-b5aa-a9241d1680b6,Intuitive discrete analyzer,Home & Kitchen,269.53,4.2,True,
56f9a40f-68c6-4471-b241-d27d5c7ef434,Digitized bandwidth-monitored hub,Apparel,331.75,4.3,True,
0090b9e2-ebe0-449d-926f-bf60c6d5c7e8,Compatible homogeneous leverage,Apparel,10.82,4.1,True,
7e0dcead-5b8d-466e-9111-bd7cbc8755bb,Up-sized high-level task-force,Home & Kitchen,289.09,4.5,False,
1aabfc96-8bd5-4ca1-9fdb-734b9bbfeb5f,Universal neutral info-mediaries,Home & Kitchen,8.65,4.5,True,
60c63f69-d170-469d-a775-ac3756e7a091,Total explicit initiative,Toys,143.92,3.8,True,
f22257d8-0e9b-43f6-a14f-45a62e95fb0b,Universal dynamic emulation,Beauty,225.48,3.6,True,
5069d696-f583-40bd-87f2-d25c373ddf48,Synchronized reciprocal groupware,Toys,131.68,3.6,True,
888cc097-cdd2-4097-b2a6-53f23d1a0d6b,Focused fault-tolerant neural-net,Books,237.73,4.6,True,
c5e0841f-b7b6-40d5-a7a7-581eb0f775b3,Cross-group background ability,Toys,45.53,3.6,True,
db139386-167f-4104-b0a8-199d4cb08464,Inverse 3rdgeneration capability,Books,182.3,4.4,False,
6ab10772-4c9a-499c-b40a-9745a8dae6c0,Virtual even-keeled methodology,Toys,434.18,3.9,True,
092dbe9f-4713-47c9-932b-b30160f9f2de,Operative empowering throughput,Home & Kitchen,417.31,4.1,True,
f641b2ae-7229-44c5-974f-52c083b10562,Distributed mobile middleware,Home & Kitchen,148.58,3.9,False,
448a676a-965c-4c7f-a4b7-b6853cf793d1,Reduced zero tolerance interface,Apparel,68.16,4.7,True,
992253c3-4af4-47b6-bd8f-de71dc52de09,Decentralized foreground leverage,Electronics,80.65,4.2,True,
acbbe7fa-db46-4a61-a247-aace630f7912,Fully-configurable neutral Graphical User Interface,Sports,166.36,4.7,True,
66734b02-9ed9-4bd0-9795-22aad3edb64c,Inverse value-added task-force,Beauty,125.13,3.7,True,
c4492c5a-dedb-4ed3-9214-856fc96da8a3,Customizable client-driven moratorium,Toys,142.46,4.6,True,
bfbcafd9-745c-4d29-917e-ea2a835c925f,Visionary asynchronous knowledge user,Apparel,377.48,4.0,True,
974f407b-e7c8-4294-9b99-137f8cd3553c,Proactive full-range workforce,Apparel,436.03,4.1,False,
3328c818-ad4b-43a6-bf13-53c3cc6c9986,Cross-platform client-driven emulation,Home & Kitchen,122.99,5.0,False,
e1be78f3-d6c6-4260-8c2a-bd86132e063b,Reverse-engineered holistic task-force,Beauty,385.73,4.3,True,
cfb13e7c-cac7-43b8-a9d7-dae35cbceaa5,Re-contextualized modular middleware,Electronics,212.22,4.7,True,
83b9b6d9-acd2-4214-ae35-3005eed4a2dc,Cross-platform global hierarchy,Electronics,35.26,4.7,True,
8fe4647d-d92f-4d5c-806c-33ffdbdbc06e,Fundamental coherent implementation,Apparel,372.06,4.1,True,
a32372a0-690a-46e1-93b4-6e69d52d1910,Sharable 6thgeneration task-force,Toys,45.15,4.4,True,
3998d931-ddc6-4d85-a749-1be04cb47c41,Synchronized radical Local Area Network,Electronics,17.64,3.6,True,
72e917b7-d4c6-4741-b612-502086ba0b2e,Diverse discrete superstructure,Beauty,365.71,3.6,True,
75e38183-af99-461a-97a7-b9e75ccf972c,Networked 3rdgeneration collaboration,Books,154.55,3.6,True,
d3a4c3a3-776e-4afd-942b-d6b690a5ab82,Implemented zero tolerance frame,Apparel,416.47,4.1,True,
2205ad51-4dba-443a-acd6-e5745c627541,Optional well-modulated support,Beauty,21.03,4.5,True,
973c1877-a61f-49a6-b430-47811382fd17,Multi-layered zero administration focus group,Apparel,409.47,3.9,True,
8f993237-995c-40b2-9244-4cb0ed16e263,Optimized zero administration Local Area Network,Apparel,23.32,4.4,True,
052a6df0-bc3f-4282-8193-396359f78825,Persistent client-server alliance,Home & Kitchen,228.51,4.8,True,
93f09cee-12b2-4b4b-a4dd-09a76b530fbd,Multi-channeled asymmetric intranet,Electronics,131.66,3.7,True,
91bdfc87-5c43-4664-b3d6-56cc256d3e30,Customer-focused 4thgeneration knowledgebase,Books,240.41,4.4,True,
3bb2cc56-92c2-42ed-920b-2400379f4ed8,Expanded analyzing middleware,Books,16.63,4.1,True,
205116fd-8eb2-4ba3-b287-c24f83b58d5f,Persistent bottom-line hierarchy,Beauty,248.68,4.2,True,
