payment_id,order_id,method,amount,status,billing_country
c5c0d845-6b06-4154-8347-f7785eedfb19,9a770981-da97-442f-ab90-58b2c01da24a,wallet,317.03,completed,US
39530b50-63e1-4b2f-8d85-84e59913e99a,39cddcbd-f4be-45d9-8eb5-f7151f12eadd,paypal,1490.36,completed,BR
38c6cad3-cffa-4191-853a-0685e46eb8f1,6f29c09e-22ff-4979-b424-721b12ca7eb2,paypal,364.66,completed,NG
f2608166-c097-4a6b-a23a-5e1cbc311f15,de27f566-d535-41d9-852b-95b584583ea1,credit_card,552.29,completed,NG
b4ceb86e-1cba-459d-b01f-e70d97f96f29,3ac43b66-47f4-477a-80da-d1e9e6fe8410,wallet,198.25,completed,US
843ac61b-32d8-4ee8-9cdc-6929b17d5570,42186e5a-469f-402f-a109-3d08082d58a7,debit_card,185.49,completed,US
9248bc43-616c-414c-b923-7298a099b7c9,6e1ba929-cc8b-4318-ae2c-11f379bdfbf1,credit_card,107.68,failed,GB
c3dce661-70f2-45b6-97bd-24e0afb89d4d,f9c7140e-c6ca-4350-956b-d530d8ad8336,debit_card,34.58,completed,US
762f5649-8918-4b3d-a0fa-500a096f576e,10f625eb-a354-486d-8eb8-618c49520872,debit_card,1498.82,completed,US
0274b2fd-021f-4697-96aa-bbfaebeffcc4,9006f92a-d37b-4d76-a5a9-fe068f1a4184,debit_card,247.85,completed,BR
b9a66650-ca1b-45a8-af71-0f168651d566,b385075f-7008-443e-a6e8-b97fd7bb6798,credit_card,567.79,completed,NG
577a997b-91f4-443b-a5a6-f15fa33dc1e1,4d1cd0ee-aad0-45b8-a8e3-b9dc3fc39f42,debit_card,553.77,completed,BR
6abdd5ac-90c2-478a-991f-f9f19a0f569b,fa82dea5-ef83-439b-8fe1-1360b898c3d1,debit_card,70.71,completed,US
636fb04d-ff74-4ecb-8d85-d6b901f9d7ec,61d53823-d124-46dd-b4ee-46f2d69a3585,paypal,1815.48,completed,US
ef00f762-da26-45b7-a2fe-238bf27d3e97,e61fd440-efa5-4e33-90c0-57dc1b62aeb0,wallet,382.19,completed,GB
82f0b118-5393-497f-9031-3aaa39c00ea3,158ab069-296a-42f9-a8b0-1c5a84222f21,credit_card,602.37,failed,US
3bf47c29-67f9-4021-aa3c-c0e08f372585,e4e6861a-324e-4dc8-8525-63060cd386b6,wallet,1509.31,completed,IN
d7bad6fe-859d-4195-a2a9-c39955b1105d,ae0c0ec6-23fe-4ae8-bfeb-4aad4ced80ff,debit_card,338.26,completed,DE
4c235eb1-59a5-4b40-9ef4-c828d0224b28,16af9290-6662-48b2-8dc9-4ed6b0b8de95,debit_card,263.68,completed,US
20e872b6-4d22-40e3-b2a9-954932030a9f,28398046-f802-4aee-aed8-f339ae67cac2,debit_card,631.67,completed,BR
c00b992e-d7bf-405b-8915-bf4cd8bc3aba,86df30b0-47d9-4966-8f3e-cb2a204f8cf8,debit_card,475.27,completed,IN
d6c893ff-f077-4980-9da8-4fa23c0902f2,cda5afd8-03d8-49db-84e9-1adb95f3b96a,wallet,262.11,completed,NG
4f5864c5-a52f-4a4d-8328-0d932b68826f,f8d0a5fc-615c-4efe-a842-c9785530a892,wallet,544.88,completed,IN
0b6a7c6c-de7f-41a1-813d-eebf106076b5,964f1cbb-52a9-4c5a-9ee9-4a22a98a5343,wallet,343.34,completed,BR
8c411819-5549-4ee4-ac11-c499769eb1fc,3dd3ba1d-16b3-419f-89c7-49cade03663f,credit_card,705.82,completed,DE
86ece175-e4b0-4ae4-8523-9e220f529ad2,6b268390-21ad-4e27-86e4-b6eaa54add32,credit_card,1479.18,completed,BR
5fae69f8-4d1d-4985-8ec2-882f62dfd8ec,6cfcb56f-a325-42cb-b4dd-3d0d8def1ccb,paypal,1360.81,completed,IN
63c30055-e374-4c62-895a-21967ef8cbc9,2b82a6e9-26fb-474a-afa6-87f9464cec88,debit_card,1205.7,completed,NG
8e03ac0d-9072-4d1f-8710-0ab9191c16d5,2bc421e0-9574-435f-b0c1-53ce4705de17,credit_card,389.26,completed,DE
0b75e603-ed2a-44b7-af37-10420f77a40e,09394fe5-a599-4810-b46d-cdebd06f944e,credit_card,271.97,completed,DE
fbd542c5-26f8-472c-a922-91e6f44b80ca,76f28934-1592-4d27-992b-afdcf8809de9,credit_card,760.62,completed,GB
53c12d68-b64a-4a5e-8b26-8a13695e706c,32e9ad73-72fa-43e3-8dae-05c7c6113f6b,paypal,680.1,completed,DE
1734f792-e4da-4bab-aad7-21dec647bd9d,57d537b1-c26e-463d-b604-ed4dccc88cf8,debit_card,1222.81,completed,DE
f3a0857a-fa09-45b0-b635-4a4071dc3cd0,59dcd13f-82d0-4d45-ae8a-ffab297cbce1,debit_card,193.95,completed,NG
8c9a81b7-8bba-43de-906a-f6f810aad110,ea6527d8-0ea0-4bd7-8a71-7798eeee61bb,debit_card,434.63,completed,DE
77bf76e4-bcae-405c-9c7b-bb5d55f8e3d9,701b4a28-67b3-468f-9457-28c29e741128,debit_card,36.82,completed,BR
b25ac70f-b495-4ddc-afa3-f799f904c2a6,e097c1a3-d66c-4475-98c1-85b6d6431ed5,paypal,392.81,completed,NG
0ecce4c8-28f3-48d5-876b-4180c48c48ab,82aee012-28f5-48c3-a197-a0e604a65c25,credit_card,225.32,completed,IN
f32e0f96-d694-4808-995e-616054686f41,7fb32a75-bb8a-4283-8e71-65159c3730df,debit_card,1899.42,completed,GB
57615652-c193-4572-854d-01b32e52cc48,9d095c69-7440-4a99-a01b-866844e5a4e5,credit_card,10.18,completed,NG
e8e4d85f-ba62-4193-a342-3cc02fd8a649,9bd812db-7737-4b0d-9c47-a89b3ee5ec4d,wallet,610.68,completed,BR
5c73166c-45e8-4a58-9759-e409e3198c23,5c6c2ce6-e436-4699-b27b-ab912fbba6a0,credit_card,373.22,completed,IN
fadd7a31-6f7b-4772-8058-87085b5f7b36,47b9a90c-967c-493a-9214-bfca95123024,paypal,197.03,completed,DE
437ddec9-dce1-4732-8c4b-e5392186b997,350b86d8-518c-446b-bc60-7d240319ed2a,paypal,526.89,completed,BR
028b33fa-bc15-43a5-9ece-276b7815dc7a,feb7fadc-4c93-4394-888d-721393c0460d,wallet,308.99,completed,US
5d195679-bcd1-4540-a847-9a11dcf60816,944ed6a1-a481-47a7-a455-b73bdc2767b4,credit_card,225.39,completed,BR
69fed3d8-cd04-4a1a-97e2-3b9d455ce669,48afa0e3-154b-45cb-8bef-cf3fb695a27b,paypal,579.75,failed,IN
8047a1cd-cfa6-4d19-bd51-3f5beb3f4ba2,d406f4fe-dc66-42a6-8ea3-9f14da0310fa,paypal,302.68,completed,US
bea15a3b-e06e-45cf-ac80-3d3d7ad1cf59,772a29a7-f8be-4778-ba57-97c66e8266b4,paypal,22.52,completed,NG
1d61d3c7-74b6-4395-a9bb-279250ac9f59,1b6caa21-7f07-4193-98db-fb581765c123,paypal,478.79,failed,GB
379f4994-0a66-44b8-a2aa-0db1380ec561,1906522f-8bbe-4b5e-b72e-fa31857ae901,credit_card,111.72,completed,DE
7af17a6e-72a7-447c-a6af-8754eb7182b7,ea48e7a1-e1d6-417e-ba81-0a8e2f041fa5,wallet,8.31,completed,BR
00668c99-94f2-49c2-8cf4-4f2a26a0fe42,003eba15-f9d4-4f12-bdd0-50af06ddf96c,debit_card,266.89,completed,GB
72c79450-fe30-4f36-af44-fbb2f9a517b6,e085ae38-7b89-4e81-b661-f8f63d3293ef,credit_card,580.62,completed,NG
df0427e9-1bc1-44b8-badf-160d52c16d6d,de3e0ef0-a957-4de2-b0e6-90aa3310b417,credit_card,1579.05,completed,BR
a8c6150a-56a3-48d7-bd13-c113169d55b7,6cd5cdff-7408-471d-b3a4-e883d2b6dcf6,paypal,937.88,completed,GB
a7656162-183e-4209-8050-5108bac9e975,e58bb4a6-21f3-4b41-ab82-adab9d2d3fd4,credit_card,156.05,completed,BR
6341e7dd-ed86-46a4-8eef-2a9cedaf080d,1bff0bcc-56bd-49e3-9b41-3c6c3fc14543,wallet,286.94,completed,GB
8184394c-35ea-43b8-9333-5a7b9835cfe9,0496804e-fd5e-437c-a58c-6028e54ba10e,credit_card,276.16,completed,GB
d0dd365d-dec2-4c94-abfb-2e44575a5664,9bd92154-9f28-4b64-a96a-1845569538a0,paypal,1288.1,completed,DE
cbe8286d-6539-46f8-884c-36d8e95e7f0e,899fd59d-e91e-45b3-8677-f9e4b53769c1,credit_card,946.1,completed,DE
0c5390d7-2467-4331-b879-9b40864714d6,4b2e8f19-5eee-45a5-badb-6685679da16a,wallet,1733.96,completed,DE
5c603892-7107-4462-884a-977335e12ddd,554f5304-5146-498a-a769-b1bd9575596b,wallet,132.96,completed,US
433f5220-fe5b-4030-9403-bb26339bc91d,a11025fb-64a9-4516-82f6-89e9c807db20,wallet,368.12,completed,DE
5dc09cc0-346b-4bc3-97b5-713688fe9107,cb1fe252-7d46-4db0-8c44-20f25d622850,debit_card,365.13,completed,US
d057c9c3-00c0-47c9-8327-14379af26bef,88a1194c-33c0-499e-8329-0f3301271237,credit_card,428.6,completed,NG
28f6663b-1ad0-4bdf-8d22-c949df1fb250,2eead6d1-bd06-4dd2-a9f9-72c43c19f875,credit_card,419.33,completed,US
7c0f6fed-2923-4cf5-9bcd-75ac11675610,4fcafece-964d-4ec7-8a73-f58ad3172751,paypal,2853.5,completed,NG
a4ed8c2b-5c44-4c4a-b58b-26c61f7dc0b9,80de79c6-ef82-4615-ba11-f885355480a5,wallet,619.51,completed,DE
42e47402-d0e1-42b0-805a-7fe65d004ac0,b725bc44-3428-40bb-a1c5-c7fc5682c481,credit_card,921.76,completed,BR
88bfa5c0-5ad3-4a12-89ab-244ea58747e5,011ae7c9-e9b0-432d-ae75-4c0c10b4c205,paypal,214.98,completed,DE
8c3d0100-12dd-4b29-a4e7-5690929cfb16,a653a39d-42ec-4bf7-baf0-f3d7b0117f5a,paypal,408.24,completed,IN
e1434220-3e03-4a24-bbbe-4deea5423fdc,f71c18db-62ff-4cac-81a3-a0464bc3980b,credit_card,597.95,completed,DE
7696f816-7d36-4eb7-9f3f-93495b09ca95,4c2b3ad6-10cd-4497-a8f8-f0246bec2526,credit_card,556.46,completed,BR
291c1974-02e9-4870-a085-6db4c925be50,01d288a9-c73c-4857-aa48-031360533f14,wallet,863.42,completed,DE
043935c4-c25c-4ff7-869f-d739f6f5b3f2,953b3d74-1872-4f7f-a7e2-03113503dc09,wallet,195.3,completed,GB
63920e46-578a-4305-85e7-0f0663f91927,7b5b1398-6755-43ba-89d3-b49cccacbfd0,wallet,294.38,completed,GB
da2940cb-9ff4-4096-b164-a66b4333ddfc,d6fa6d47-1c9e-464c-9fc7-f307e0aa22ea,paypal,647.66,completed,DE
1b4e5261-d6fa-4820-8a97-cf618c981777,becd0e6e-62a5-422e-ad2b-84f71b2ab6ce,debit_card,213.21,completed,DE
821364ee-7ecd-49a3-8048-66e836244842,8d384490-6292-48e8-b349-eb8daa7f9e91,credit_card,81.52,completed,IN
01ed1452-d733-4e74-ad9c-5a306c60b6cb,df5bdfb2-7949-46a5-9667-48f80801e4dd,credit_card,741.35,failed,GB
9c544384-9153-4329-bfa8-460c359e7f52,5b3056df-94dc-47f8-b985-d1c675e5d2ed,credit_card,2377.05,completed,BR
cfe8f918-5b30-4d98-b815-6e8cc12a7ab6,784fed6e-fe3b-4933-948e-8cdd1eebf323,paypal,359.95,completed,BR
0245725e-5355-4f5d-aa6d-77de86cf8d44,d9093254-e09c-4f0f-9b3d-5dc4c4d5d299,paypal,960.62,completed,DE
b541076e-298e-4c23-bdda-97cecba2e35f,527ee0ed-4ee0-4787-ae3f-3b6e831427b8,paypal,447.71,completed,IN
37933227-c8c2-4c9d-866a-b856f3b3c8fa,0730ac9a-0898-4fdb-a620-308724fdd3c7,paypal,404.1,completed,BR
7f6b9ef4-6e3e-417b-9e5e-8ae7e2f2896d,d286feeb-173e-452e-8256-13c65e737435,paypal,176.02,completed,GB
a86689aa-0343-4d8e-91d9-cd37ecc71dd1,7ccb208d-1d6c-4690-80cc-c7e1b7506387,wallet,1083.1,completed,NG
90786c26-7d0f-4ef5-9a48-c282237c5524,929b02e3-a052-43bf-8c98-fb81b812d0f6,paypal,1027.54,completed,DE
252b42bb-127d-4906-9074-6ef3b2345fdd,66809604-81e2-4b19-9cfd-657c7f1ac4be,paypal,259.29,completed,BR
d155475b-169c-4f4c-afa5-058a66e191cc,d6e02690-32ca-4bcb-8aca-273449d61bc5,paypal,93.99,completed,IN
115c8f78-1578-4277-97f5-bb0c309d3a21,514a2f66-bb4d-40d2-b44d-f3b36ad01ec2,debit_card,187.68,completed,US
793ff321-fad8-4dad-9534-92e8a2b7bc20,3b326dd8-270f-42ae-931e-ea671c06dfdb,credit_card,748.21,completed,DE
6d87ea88-00a9-4e0b-a11c-d5d61bd36258,2b71fdb1-ca1e-4de9-a1ae-17423381db90,wallet,16.16,completed,DE
426121c2-3599-4c09-a250-b1a06db183c6,8d5f45d6-f8f0-457c-aceb-0658fece06c9,wallet,823.0,completed,IN
3d5bca06-62a5-4f55-b049-68fcc24c4846,8c9a0ae5-f534-49fe-b0e2-addb24842e7b,paypal,367.14,failed,IN
5bd75169-db5c-4147-b3d4-53f6b8be6d7c,8ccdf321-cd5a-4c9f-99ad-a6379dd130e4,debit_card,772.14,completed,NG
41ab1a8d-5925-4c44-ae27-641c4ef7e73e,4af5ce80-bb47-4d18-b954-903c2b30f70c,wallet,634.3,completed,GB
c731d325-f6e6-4c8c-805b-dcfcaf7b8aec,f5e91296-1ff9-4519-a476-e0ff88bf1629,wallet,142.34,completed,NG
f424ddb4-40f7-45f5-a9c7-40b617450730,bbf6cda7-6e0d-4d0e-a442-393f039d6e26,paypal,101.19,completed,DE
fd7ff9e0-214c-4165-b55b-f5aa6081aea4,17bae1e3-ae91-40d5-bebd-5c0a9c007578,paypal,3022.25,completed,NG
9adff9c5-b461-4296-bd98-f3e4ffd90a08,edb302b7-c95e-4f28-9319-dd2cc488ea76,debit_card,311.47,completed,BR
562b77ea-a971-4266-9044-ef1e901a02a4,7d1c10e4-908c-4fa2-8d1b-3053288bb692,wallet,789.93,completed,DE
50722122-5672-4485-900d-043fa6c6134d,c65dfe42-07e2-4c76-aa97-c1bb0b774c60,wallet,71.23,completed,DE
3dea88db-2008-4650-8318-579d91518858,fa65a60f-3bed-4801-b9c7-3e52ce7b01d6,debit_card,621.55,completed,NG
2bb027d6-cb0f-444d-a699-60986b802b86,cae065ac-7247-4f7b-8de4-71d62259ebc2,credit_card,159.97,completed,IN
80c969db-92a3-4a6d-9aab-08dd3ecbaa42,d61b3d0a-a23f-43a9-be1e-b7cb8e75d709,paypal,289.76,completed,BR
2a9b51f9-9dbc-4f3e-89ed-0a41559b016d,17315a07-1c01-447f-8f8c-8774a3408740,wallet,251.87,completed,NG
614ae1c7-a5e5-4c0a-a6e7-4fd88f007ae9,58071794-55fa-4644-aa1a-460aad556cd8,debit_card,595.91,completed,IN
81c674d9-3804-4fae-ae02-9b4c66e40ed5,81247c69-5d4f-45df-a07f-436ac8dc45d4,debit_card,516.15,completed,IN
a2fe1f68-bbbf-4d97-a67d-496132b984a7,a3367051-5f69-4891-b64e-68ddf9f167cf,debit_card,383.22,completed,US
8ea895e0-8df5-47ac-8728-b44073738f19,30c2dbdc-763f-4649-b98b-c6ed4d9fadd5,wallet,786.39,completed,DE
8dfaaee8-99b6-4501-8f13-53477f90616f,f7f440d0-aef6-40e1-8a86-d2d91e89e69b,wallet,231.83,completed,NG
3fb204bd-ea7f-4401-a45b-b54698dcbb74,c7716d0b-f2b5-427f-af12-f3b814b1235f,wallet,1596.3,completed,GB
8db45313-abf7-4798-bce4-716124f8fba0,f2950b62-8c16-4f75-961b-17e36ce6682e,credit_card,289.06,completed,BR
f9890d83-096f-4583-a916-b508315d3ac1,ecb4e4ea-00f5-4f90-863f-ca7bd9c8b1cb,credit_card,849.04,completed,NG
a2ac8dfe-9403-4a68-a8a3-e171b1ba7c02,301aa4ec-b43b-4aa6-9372-24d19a00d925,wallet,436.97,completed,BR
bd92cd8e-daa0-4c81-b6e5-b97443cdc359,05831469-30ec-4a8b-8cd5-db546c87f686,credit_card,828.38,completed,DE
aa62392d-cf2c-4ed4-893d-25002631f244,ef8ed45e-0a7c-4b6f-ac80-42c5a1e2ec63,wallet,118.55,completed,GB
ce80d25d-ff23-4200-a6a3-59eb6611100e,c90a16eb-7b52-4d8e-b33b-204c4d5fb28e,debit_card,715.52,completed,US
757d0838-9ffd-4949-be28-014566e5abeb,c038662e-7c92-480c-adf7-56729440e8c9,debit_card,184.92,completed,DE
cf02af36-94ae-4db1-9bb9-1037f6ef662f,0d344e67-3d59-47b5-8a9c-0107ade00bf1,wallet,2221.15,completed,US
2822b1ad-210f-4172-a146-9f60563d2124,3e0711ae-04a5-46cc-8298-c511e722ab8e,wallet,2498.12,completed,IN
550aac43-e484-4054-9297-d065cbf356ee,6cd62603-9928-4b84-997c-0f73454cd15c,wallet,313.59,completed,BR
03a8fdbb-4a19-4eca-b2c6-4ab0ae782d46,a0d547db-8ccb-43da-bc9b-89de38333978,debit_card,557.12,completed,BR
34767969-1e41-42c3-9600-dc8a06d3b2b2,0507976c-6161-4c38-b699-dc5d21717485,wallet,1013.57,completed,IN
a44f422b-c726-4edc-a797-6a2bbaba423f,8a7faaef-9b4f-4468-92b7-d4becadf3af0,wallet,136.19,completed,US
551bef2e-4622-4da0-8bf9-87145d435f89,48763882-0052-4b17-82e9-3040181ce211,paypal,194.77,completed,GB
44061aa5-3431-4e94-ae93-59965ccd4ce3,132a1e35-bf19-407a-854c-84dff7e791fd,credit_card,35.61,completed,BR
a899a6ac-29a0-4887-8348-a67368c19da7,f3a3c8f8-9757-479e-bc92-46513ce4175a,credit_card,232.38,completed,NG
12f5cb28-82ca-45cf-b8d2-f3217b57c615,9a3153d6-aadb-486a-bbf0-a7e26aa5cec8,credit_card,25.88,completed,BR
86c46bc4-6693-43b3-a6e3-7b5b3786a2df,847077a8-6958-43ed-9a39-f47db9d7ed43,wallet,225.95,completed,BR
1c5c9323-aeb8-4609-9de5-ed7b3a548300,4a792446-0edb-44e7-a07a-2abaaa1a66ca,credit_card,458.19,completed,IN
b7a1073f-f0e3-46db-8d20-f9b4011f7eaf,7b07ace2-3d30-4db7-bc72-b8db76661de0,debit_card,121.93,completed,IN
a14b4207-04df-4bd2-8027-ff3131d78b8f,480ee8e4-6d91-4e3b-a72b-9bc11a65142c,paypal,859.11,completed,US
eb301f54-1c6b-4221-9f9c-0d7ecb13c60b,7fa0bfaa-4ab8-4b2b-9662-8a778e58fd7e,debit_card,22.27,completed,DE
6108bc30-4ae8-4894-aabc-949a2cf05f3a,1e30593d-9381-46e9-b0f8-a0a2a52c1ab2,paypal,220.65,completed,DE
20786ef2-b2fc-4bea-8935-a8e620f2cfe2,6f8dca1f-8927-4772-a480-bfbb8cbf9948,debit_card,588.62,completed,NG
80aa1d02-0b8b-4777-8d2a-f02ebdcfdd9a,e89c1e3a-c5b0-4424-9d94-76cdef7ea3e0,debit_card,631.26,completed,BR
18a35f90-572e-4597-89c9-d594ab30a876,01a0c139-b63f-489c-83dd-d68e044cfe20,paypal,1264.21,completed,IN
6ca1572c-8814-485a-ac17-558a9603ae8b,5d67ee55-79ca-4e94-8040-b9dc53949734,credit_card,15.95,completed,US
edb6d9a8-2a74-403f-8504-049b28becabf,abff2020-18b7-4282-940c-5dc86e999bf0,debit_card,306.43,completed,GB
87f457b0-2885-416c-834d-5da22ff9a07a,ae6a0397-809b-462a-b894-5087e81eb08f,debit_card,473.16,completed,GB
6634e41e-a4fb-46f9-b0e5-1627a9638a72,ad15888f-8588-4ac6-83a6-80c8dab0e95e,paypal,485.94,completed,NG
15fd3c1e-2f22-49e4-95dc-bcc830a7a06b,3cb079ad-d7d1-4005-9b3c-1d366e230552,wallet,550.34,completed,IN
e9c3ae92-d2c1-4f72-a14a-1fcabebc6519,1372d94a-c5dd-416d-b78b-6250ae899878,debit_card,1219.3,completed,BR
d3e2c841-81d8-4e28-b471-112cb649dc56,7a5cdb36-e305-4b17-bf43-4979e8fc9e54,paypal,416.13,completed,GB
b5e11b8f-ddce-4c50-a288-69ffe38c67b3,aa29d724-c01b-4836-a16b-8a30528d59bd,paypal,1017.76,completed,GB
116b48ae-d7fd-41fa-9997-7730d11d0cea,8e65bb5b-d6f9-4310-ae6c-b2a2ad432884,wallet,212.4,completed,DE
5db1ff7c-404c-4147-acc3-c57f593d9eb9,0892219d-3d3c-43c9-8bc4-b59c7440d288,wallet,1231.49,completed,IN
057f4923-448b-4e3f-b87c-fb55ffa04674,a4e3f18f-f71e-4631-9a27-751b9f090146,paypal,579.3,completed,NG
2f7aa914-372a-48ee-84a9-55410a6c9394,efdfc808-4582-4ed5-a4f7-fa8d2c2fd5b0,credit_card,130.03,completed,BR
4485576f-0e50-464e-baa0-74c8cc21216a,a6240fe6-9a4c-417f-8d5e-8acdc9f3a75e,credit_card,167.47,completed,GB
b1f42da9-798e-4e23-a7a1-0a579ea01366,fc0c86e1-6ba5-4a18-a00c-829850306b3e,credit_card,586.47,completed,GB
6f8ba0fa-8c56-45fc-919e-96b42c6e1066,d3c9fffb-ba00-426a-b6dc-b465ad1bd1d5,paypal,512.26,completed,IN
f5874a2a-edd7-46ae-94a5-286712a2a77f,a141648f-e207-4448-87d8-2cddf69a7e13,credit_card,243.42,completed,GB
378e6ac3-614a-4a16-89c7-a7c87c96786f,b17d5b10-0675-4785-8080-72fd276e0381,debit_card,2050.87,completed,DE
c6977aa8-e913-4325-bd0e-122d6a7bb6a7,b996d72d-6db2-4679-8871-faf2fc099bcf,wallet,303.5,completed,NG
738d44d7-3d1d-4b38-a28b-a2f0280a7a00,dd1e2084-8158-4b72-b652-96b5701b197a,paypal,295.78,completed,BR
a3419f77-cd1e-430e-9305-421588f631b3,8ba7f1e5-f7a8-46d2-95bb-8a35bb483ce5,wallet,463.87,completed,BR
7a4bbc1c-45c6-4f1c-8416-b6330333dd4a,bf1eb94a-944b-43e7-bdfc-35a6a1e86078,wallet,376.81,completed,GB
