customer_id,tenure_days,total_orders,total_spent,days_since_last_order,churn_risk_score,fraud_flag,fraud_score
e079b18794454de9d2be5c12b4392294,407,1,1030.4,336,0.704,False,0.0
ef07ba9aa5226f77264ffa5762b2280b,29,4,2043.63,12,0.357,True,0.598
85d234692f7bee8d6fea586e237334b6,39,0,0,39,0.967,False,0.0
fe3634ccefbcdb0537b45fd589e32e8e,87,1,1587.13,60,0.611,False,0.0
40febde16f4718a5def537786473b0be,44,1,781.62,9,0.291,False,0.0
07d190f123147d9e89d4b922543d7948,103,0,0,103,0.982,False,0.0
dd992305cba295d997f263dbdf4e8c2e,40,1,1474.61,40,0.828,False,0.0
86085586aaa8c5f47ed0b400da64c59d,55,3,1176.05,6,0.205,False,0.0
5ad58a4e6a1a656b6bed070cadbaa003,20,1,300.93,8,0.391,False,0.0
c9158d089637ab443c78984d20da7fc0,24,3,2771.86,3,0.205,False,0.0
66cc90195ca44cc7ac6a1cd0e1e1e7b2,26,1,1147.43,19,0.63,False,0.0
91ec50a00ae74d0a229d2efdf4344e1e,21,4,1836.79,2,0.093,False,0.0
d251c190ca75786e9ab937982d60d1d4,24,0,0,24,1.047,False,0.0
233896de79986082f1f479f1f85281cb,21,2,977.4,4,0.222,False,0.0
a8ae36a2bb6c2bbc3b5d62ede131c9ef,26,2,1078.8,1,0.18,False,0.0
8d46223c91cbeb93e0930ca8bd8ffca2,46,1,410.51,38,0.689,False,0.0
e021e698833bdeb89dfef3acb2e91f37,29,16,9433.89,2,0.048,True,1.0
27cf4b153010911a0957150255a6c6db,29,1,1123.1,19,0.571,False,0.0
7ce5b57a120a2da6a804afa58ffcbfb5,24,0,0,24,0.955,False,0.0
d33eeadf54cb883e79be640f38c32cdc,25,2,652.69,3,0.23,False,0.0
3da7750bf3c1dbd724624a60a9f5942b,199,5,2968.96,27,0.156,False,0.0
d85547cd859833520b311b4458a14c1c,47,4,2662.81,16,0.305,False,0.0
3af0b2f7654f613ff1527b997a2ac57e,43,3,970.39,14,0.251,False,0.0
3d49f4455a3947c8dd7e972b3ad8cb76,23,0,0,23,1.036,False,0.0
b03e9d9818ee170e9d6b983803c7d406,59,3,3507.99,18,0.28,False,0.0
a302a693d5722d95984e6472150b9391,23,0,0,23,1.032,False,0.0
c80da60feddb7cf8325bd104032e314a,29,0,0,29,1.002,False,0.0
a2b8841410cf77619574d311cd06fd5e,892,1,291.07,202,0.362,False,0.0
7677c213007e9a6ec9267ea50b5ce5bc,46,1,197.94,32,0.594,False,0.0
0c17f9ac28cbd7323f0f4043e9db5907,39,2,781.88,33,0.675,False,0.0
332cf4e83e16004ba7dca932ce82475b,52,1,209.54,31,0.567,False,0.0
0d516ca029d6a28d5cfddd80b27a26dc,93,1,293.56,69,0.61,False,0.0
b3548d0cec408ae13d143bb4eeebaa6c,69,1,365.7,28,0.473,False,0.0
c3293e875ffb1116018edf76d24e52a2,24,0,0,24,1.047,False,0.0
d89e05e2d23c3d8247aeecd07758004b,20,5,3739.2,2,0.1,True,0.879
dad5018ffc0de85eb72f72575b552784,27,3,3047.95,8,0.253,False,0.0
95700615deef776ed32faa08f0be634e,25,1,151.17,10,0.479,False,0.0
b157c176c3fe04914fde33f2dc8b878a,24,1,56.67,20,0.688,False,0.0
d4397835ae287e492b186d497099439a,217,0,0,217,0.982,False,0.0
76b029c87118a29f2e3de420f5ec2fa2,114,1,280.03,111,0.775,False,0.0
7eaa86786b5955ab188db287f4726d79,27,1,50.79,12,0.423,False,0.0
b436a108536c1dabbc1d3e808d782df9,48,1,493.71,21,0.425,False,0.0
cd076285a12f40041b32f5ad8c98699f,30,1,655.15,7,0.385,False,0.0
cf6d4152d758efc43910e0141ae5b912,155,0,0,155,1.017,False,0.0
468d559ef2dcd2bea6d8db78959fb90f,33,3,1040.21,9,0.258,True,0.553
7556f182460418cf30957e6ce377c674,25,3,943.28,1,0.101,False,0.0
e5dbefdfdf3eff75c8e6cd655f128279,25,8,5937.49,4,0.127,False,0.0
67d21c8bea9d6017d1b124d3879dd815,39,0,0,39,0.957,False,0.0
fd2d5fdb84e65fa6b54b98b0e2df5645,25,0,0,25,1.023,False,0.0
d491a65a6ef3c04e145d37395996bad7,41,1,440.82,2,0.269,False,0.0
6edd17d0a29e2d4057e694afee5eaa3b,133,1,300.69,100,0.639,False,0.0
bf6e263ffc1f89999827615522b0aa45,30,0,0,30,1.039,False,0.0
6d3f61e35d0422fd8cae65b1798784be,24,3,1493.22,10,0.334,False,0.0
a9a77b4e25980b7ca58cb71f878abb27,1500,0,0,1500,0.992,False,0.0
eca666aec08df69fe31aa9a11d4a3302,36,0,0,36,1.019,False,0.0
7a380cb5434e6b6b5b37d45bb99dbe8a,21,2,1527.72,18,0.661,False,0.0
463093247faa080167d77f2e6d1b297d,20,5,5680.52,0,0.043,False,0.0
914b142462685e3161cf3a9f4152a028,22,2,1620.13,1,0.193,False,0.0
e235442a956c524e6c141141171f5801,45,3,2751.07,7,0.167,False,0.0
4a4de987b37555970ffcc9608d858a72,74,2,1385.22,16,0.307,False,0.0
44e9a1246448bd68a2e3bf0f1966c57a,31,2,1810.91,6,0.212,False,0.0
b4d6e1b900d99b52e901860bc1f44e35,21,0,0,21,1.034,False,0.0
809353196a0456095716566dd226bb48,29,0,0,29,1.005,False,0.0
9e1f719fe5b17b9c51905fee6d6385c1,1500,1,21.18,180,0.246,False,0.0
94b731a41867b47c3856e324840c4c99,37,3,3282.83,9,0.278,False,0.0
694cb45ff29b603ac2acd51016770097,383,2,1174.0,49,0.184,False,0.0
9dbb05f5577e862337b93feb8f358839,103,2,980.32,51,0.467,False,0.0
2b6082a140c439e2df870c85b0aa5e88,20,2,1173.15,8,0.326,False,0.0
eab761ccdba80c5b9a7f01b16543da0f,57,1,749.51,33,0.543,False,0.0
4071d48a2d0d0bf179c06fc42b962e1f,51,1,244.28,8,0.263,False,0.0
90d479448b39ad9586d05da64cfb695b,37,1,564.32,25,0.642,False,0.0
7b24d0e6584ac5a21ec1256d96965500,25,1,1011.47,5,0.351,False,0.0
7981196c7252350915beb9a7367d40b2,46,1,263.3,18,0.436,False,0.0
9d0ac1cdbfc919d676e2c2377abb32c1,22,1,555.75,10,0.47,False,0.0
b1a049b952fdc19b69b2865c29986b9c,32,0,0,32,0.973,False,0.0
1f6d48610f32c723924f9af3e88f1c64,33,1,352.23,10,0.392,False,0.0
fa7e6f153b7724fda5c1d7cc7b9ae4ec,259,3,1058.69,79,0.271,False,0.0
8728c766c84eeda24b3e54fe6e632051,113,1,193.16,108,0.784,False,0.0
4bc7250d4b42b3374eb6f41b12429592,25,0,0,25,0.969,False,0.0
29f61e71b90b55a988f45a66bb91bfb7,35,1,475.16,33,0.742,False,0.0
13ac6da47fef1b17b16f511e03b57918,23,9,5765.83,2,0.097,False,0.0
9553802042571deac62d5789ed18a241,152,4,1934.5,31,0.213,True,0.553
37e1a83b513512531032b4a9c43bab5d,109,1,935.74,104,0.746,False,0.0
60f874c577dc096ecd52bd0bf6bd5942,26,1,87.62,20,0.66,False,0.0
eabd76f3506262b0db0dda1d48394a9b,46,2,1198.66,16,0.332,False,0.0
93bf5d4e752358fa9ea738ebf793cb79,43,3,977.44,15,0.341,False,0.0
24a5c2b24a4467c37e2f54c1b311de93,22,1,533.54,20,0.733,False,0.0
54fccbde5e005f2dbc6ad8d5473c9ac7,66,5,859.41,12,0.148,False,0.0
1bdff446efb5846d0969eaf8978d4342,38,1,254.92,36,0.769,False,0.0
52e57dd9218d99ea21b26f00c9151761,70,1,3403.15,30,0.459,False,0.0
d04c37e1699d05ba4f5fe7cf2bffc97a,37,0,0,37,1.029,False,0.0
82e96a74eeb99b61395a1403630fe437,20,2,2644.21,5,0.279,False,0.0
7b3b8cf6cef1b5fb3f47348a33cd6d42,27,1,334.92,8,0.405,False,0.0
f32cdbbeca0aba5358bddc018dd12b09,20,0,0,20,0.965,False,0.0
2e61eefc516ee26837d29fd3d76530fa,181,1,755.89,145,0.642,False,0.0
ca19a17e381182923b66007a351574b7,116,6,3354.56,21,0.196,False,0.0
96b1c916f245f2462efcde3fce04bc3e,88,5,3742.15,1,0.072,False,0.0
5ece49e012285b9003d084a4ea8a9c94,27,1,41.76,10,0.424,False,0.0
5d348bbc0f1a5cc45c3e4b93b8c9f802,21,1,232.72,7,0.436,False,0.0
b6c083700ca8c135ba9f0f132930d4e8,115,1,1260.63,102,0.761,False,0.0
1a7a10e9273fca58179bdd0d40843b0c,231,0,0,231,0.968,False,0.0
f34cd7fd85a1f8baff886edf09567be3,21,2,435.79,0,0.127,False,0.0
67626c49069bdf05ff127d59a6649948,34,3,2822.79,7,0.179,False,0.0
56636fd22de1a315b8a50d45cf94d859,21,3,2044.57,0,0.088,False,0.0
34c6f984b590bbfe3d4d6c76007c0b1c,65,13,3382.39,10,0.094,False,0.0
9bbfdf9f7f65b58481e1ed110a2eed46,67,1,9.98,45,0.604,False,0.0
0567f279c243671842613f581ed3462c,22,1,47.76,13,0.567,False,0.0
30a7c7292c38ac22477fcb75306ac4ef,34,1,421.66,15,0.415,False,0.0
ba66b6edd0756a62cb11be4d4655ed32,38,1,421.67,23,0.546,False,0.0
91e6fd64694fa9a828270d442ba88e03,25,3,790.92,6,0.221,False,0.0
87edab6661956d4d2f05e205251cf1a4,111,0,0,111,0.954,False,0.0
1d4626b197f66aa6129c135ab09f1a7b,31,2,236.82,8,0.277,False,0.0
bb50112c998293f45f49f49704165768,24,5,2227.15,3,0.153,False,0.0
113bdaf5255ce5a458057ebf9975befb,38,2,1536.67,25,0.539,False,0.0
7aeb8dc11cd50c32f37fea0435c4e9b1,59,2,815.46,40,0.515,False,0.0
b778de6d690edae39654f4444e081771,24,2,2065.44,15,0.538,False,0.0
ef6b4c0581dbf34e6eb5e33e0094c445,27,4,1819.46,1,0.138,False,0.0
8dfb24fac32ec7170821d2be63fa9c1c,1500,7,4699.02,68,0.033,True,0.643
be1e99a0c57d7c3c699cfc4db26c8edf,47,1,138.88,41,0.744,False,0.0
337691bc9242e1d53d521ed78a12ab8d,32,1,424.5,29,0.749,False,0.0
05aa2ef3623cdba9ca3e83b91f1eee5c,36,0,0,36,1.024,False,0.0
466c3a741a952640c1984a48ebbffbf9,22,1,153.77,0,0.208,False,0.0
09f54e88196d12eba479017f13f0e237,24,4,3966.42,0,0.106,False,0.0
b49d79cdef655bb4cdf8223390c20524,28,1,2446.25,0,0.184,False,0.0
ad28944afc91824e30366a595654aaa4,41,1,229.86,3,0.291,False,0.0
0b48151c4ac827afeee06ce2d77cc343,24,147,87658.33,0,0.0,True,1.0
755bdc2822a8f01cfcec19ae4dcaae66,24,13,9323.21,2,0.117,True,0.702
a4813c3f53f0652da225d8410cc615a0,21,4,3443.71,0,0.075,False,0.0
2eac18b475d7d985f0ab52b9c010f59f,45,2,1182.84,8,0.284,False,0.0
de53649541ad2006de823720ad65ca77,24,1,453.56,4,0.34,False,0.0
610d3e47ad4921adc40aa9fd6bbeeaa5,142,1,813.76,119,0.666,False,0.0
1da2a3343d3e10a969375849ac5b7f1f,102,1,57.3,68,0.596,False,0.0
3321a75303831a580b0973bbf54900da,21,4,1498.93,4,0.152,False,0.0
7a78c6e53163e36c68d2f22f5909b0eb,25,0,0,25,0.974,False,0.0
629fb99609e4613c746af4eaa455c91a,50,0,0,50,1.006,False,0.0
a296df1cf7557b871094bda3d269972e,24,0,0,24,0.993,False,0.0
237c219a24b6a3183a216a5ca00f6edf,22,1,619.56,8,0.466,False,0.0
49d79c76cf12065b7a08103cdba3e1b8,196,4,1268.21,1,0.092,False,0.0
59150cde6405fb8f31f6dd1882d15754,40,9,5023.65,7,0.166,False,0.0
a05262e3e3de722e0a42cfa3b48e622c,34,0,0,34,1.006,False,0.0
f62f269f9ce7c41d20a90f70df873f42,71,2,1187.58,69,0.668,True,0.558
6e4188c01246d30b20d17a1ed42094fe,78,1,88.15,47,0.53,False,0.0
8377420a8b3549f6f40dca93815ee602,23,2,585.88,1,0.123,False,0.0
43676e9993577d1991036ea6720213de,21,0,0,21,0.976,False,0.0
8dc17b53543ee0ff19970896cfc6c750,31,2,379.64,20,0.48,False,0.0
dc643b60537f44f35b2f91610ea64153,31,5,2933.54,4,0.116,False,0.0
f1a7919983d547880b4111fd4f77c74d,33,1,797.8,9,0.33,False,0.0
fd3c867c2bcd048675609cf2b0f1aedb,59,1,305.73,1,0.168,False,0.0
05292bc3f6db7fd79133285a32a82d53,50,1,4.24,16,0.403,False,0.0
7530369a1ddf13882910895b0559423d,632,2,825.28,614,0.754,False,0.0
a43149b43ab4253753f89fb6909d1371,21,2,214.04,6,0.346,False,0.0
c230d0a507ccf302b339305e2acf3376,30,2,536.24,6,0.279,False,0.0
58e1140fb8f15f1a010d01a34bfbf77d,28,5,3453.91,10,0.262,False,0.0
9316f45a5da8403a5938bd6069b1a4a7,103,2,940.92,8,0.224,False,0.0
1605a6c5d93d3488fb621c5323930795,25,1,314.31,4,0.26,False,0.0
25775ec7ac8aff278f093e8614bb3331,23,1,473.56,20,0.735,False,0.0
317a5bc8cf58c4401e221c74d7a51982,32,35,19064.08,0,0.01,True,0.946
95363f351776a3f8a43145c79a046053,31,2,334.18,1,0.104,False,0.0
ed62ab8aab76f4d4efc4344ba5ef3a6d,26,3,3165.1,4,0.143,False,0.0
f8f338d24407d8c6da17ada8bf6eb613,25,0,0,25,1.012,False,0.0
ce900bc17b3e45ec05956db418d86207,169,2,456.05,30,0.19,False,0.0
a5c133a6a95d06f06939fd961fb8a0c3,32,2,338.23,16,0.413,False,0.0
7cc3f51930537216ff70ecdc8f506a37,103,0,0,103,0.995,False,0.0
0d77d20b2c7c92602b0c4ec4fe5997af,38,6,2593.16,6,0.112,False,0.0
a40096fc0a3862e9e12bc55b5f8e6ab2,20,3,1519.85,0,0.078,False,0.0
c68949b701afe5343ce845dd492772e8,1500,0,0,1500,0.962,False,0.0
4f6d635ff2fd4e30ff5369a7b943eb22,90,2,1114.42,22,0.267,False,0.0
226c621e6babfecac4e9e776382c77aa,361,4,2497.39,178,0.373,False,0.0
ca87392503c5a503ff16afc9344ebbe0,175,2,1013.53,2,0.183,False,0.0
e9adf7ea1e1dbb166b5024015154104b,96,2,514.67,30,0.293,False,0.0
691d75928efd2c5dd34b678f19783c28,23,1,552.29,1,0.266,False,0.0
6ad430c5fac5e72b42f74af4ad7e98f3,34,1,341.31,32,0.802,False,0.0
28da048f094c0c9cbbc5412bcf41b6b0,24,1,338.74,3,0.266,False,0.0
2c4f12ef543ba44eead3e3a43c229c11,30,3,281.06,4,0.216,False,0.0
3e8f3e58aafa9bb38d7b2ace611ff6af,21,4,3001.7,0,0.053,False,0.0
b73b575cfe44692948a64dbdd55703f2,29,3,1834.88,3,0.116,False,0.0
dc77e5e1396c807043f506f794d8fd1e,673,10,3611.35,63,0.14,False,0.0
ec6a3d80eab7e27f7ee8efeb6839eee9,25,1,215.82,20,0.72,False,0.0
bbbea7f167264b7236e4459dcb0a8838,71,1,222.71,2,0.175,False,0.0
c555d42202667b1e09e50e7667b6a663,33,0,0,33,0.97,False,0.0
000ec5bff359e1c0ad76a81a45cb598f,31,4,1508.56,4,0.112,False,0.0
4df9aee56fa602c72756abb22ee60b17,277,1,215.83,25,0.25,False,0.0
9d85c39a38a86ed13978803d7560c612,1500,2,949.34,127,0.157,False,0.0
4c592d97ec529a019883285afe424187,39,1,463.29,5,0.264,False,0.0
ef2994ab5e93b358146005d4d3db4880,57,3,1450.69,4,0.111,False,0.0
533959cf0ee1554e269d8cc79f12a7d1,23,0,0,23,1.048,False,0.0
3cf7c427d21f1f414a8bfceac52e4c58,26,1,601.42,7,0.323,False,0.0
b5d37c728f9ea12eae24f87212cf90fa,358,0,0,358,0.967,False,0.0
e44a59cd3178714eaf095face6112af5,41,4,4424.56,4,0.111,True,0.574
941590fb8aef66b3a8352fe7c691879e,38,2,1011.26,27,0.522,False,0.0
9f67d6145893e41e7ada2e646b84f658,63,2,1580.32,28,0.399,False,0.0
fc0a9229ea43fea6c9f9d79c06761a1e,21,1,27.65,6,0.363,False,0.0
14e66b7268fef09f5183f5e3a84cdd91,41,0,0,41,0.964,False,0.0
212c759d8c4f2d4d9d6fd4c7de0afbb3,35,2,743.05,5,0.257,False,0.0
3a62a4803c77457a96c996a9db36a662,98,0,0,98,0.992,False,0.0
9ccfff93c79f3dd996cce15f26480c5b,23,1,2221.15,19,0.74,False,0.0
184ff574579b06c07152f2ba4ae74106,297,2,1017.52,69,0.313,False,0.0
84032c13e75382a35c99ae73156b30b9,21,4,6144.79,1,0.114,True,0.684
d10582c312d1c3a03ed8ea136273c54d,23,2,1285.88,10,0.41,False,0.0
97dc91f9e896442f6ac9650bb2a9b594,42,33,20196.61,1,0.053,True,1.0
5aa54d66adf169b992129dd4456b048a,51,1,410.04,2,0.204,False,0.0
cb296f03ccd21cfcb3ba0778c4f3b7d9,25,16,8111.42,0,0.071,True,1.0
803c9b252709beca97a308a9197371ff,22,6,2785.9,0,0.036,False,0.0
717aa48025662fcf27ddebbecc5f782b,126,23,12661.09,11,0.101,True,0.577
d197a184e01ac46e6cb6596185bd4db0,25,1,39.02,3,0.287,False,0.0
75d62b9a2050292984f91605099ca0c6,42,1,252.71,24,0.517,False,0.0
9aff27e32725e7f7c395e0a79a5d173d,44,0,0,44,0.984,False,0.0
b6cdccfa64579c957a905fe68bd435c3,31,0,0,31,1.04,False,0.0
2767ebe1fedf70562aa588a37a23080a,41,3,1265.52,0,0.066,False,0.0
05c567475380140907b9ca53ba1dcfeb,37,13,8340.1,8,0.118,True,0.656
2c77113623e849d30d75a10480b57108,194,2,496.2,128,0.52,False,0.0
0ec8a2bcaa8e0b1ca282f7baf9d89513,24,1,494.43,2,0.214,False,0.0
1b8b8c36e0ae8744756d6db86ebca373,57,1,838.77,48,0.722,False,0.0
56d30b9f16c42d707d89967161296a04,25,0,0,25,1.049,False,0.0
8c8fccc50566baaed602e3775d9d5665,30,3,1559.27,6,0.2,False,0.0
79051ee5ee98c4bd6982e67e2e79dbcb,50,2,1278.67,6,0.236,False,0.0
52b0e4c820d4bf6ff9b2f4ca48514319,26,1,408.28,7,0.396,False,0.0
5bd72a5ba72683010f8385cff8bb92fd,27,2,434.97,26,0.743,False,0.0
39e2788db03e5eaeb2935a7e479682c6,63,4,1446.38,4,0.118,False,0.0
99e36749c5c84dc56b13138caac13b55,21,3,836.04,4,0.256,True,0.725
9a855ffadc7ac38bd30515d077c31fbb,33,1,438.87,0,0.245,False,0.0
09d4fed6320030973607491be508c075,1500,0,0,1500,1.003,False,0.0
20bb1d9431264f331e47b2da94991eaf,1500,4,2041.59,293,0.242,False,0.0
2274251ce58a8304f8e9b8380db47018,21,3,1349.85,4,0.261,False,0.0
be4656d02bf1e9d6663764ac9c7909ef,24,0,0,24,0.963,False,0.0
801b53359d2880a9bff63574103fb74c,25,2,501.18,23,0.685,False,0.0
9cea402fce863ec4bee5af27306e213d,190,2,2934.41,62,0.334,False,0.0
c1c2fffe3d49911803df2e157bee7aa0,117,6,2275.94,2,0.053,False,0.0
a99021699fda65c2b84a3fb596a4c32b,116,3,1095.26,54,0.336,False,0.0
55d8e264560be17cdd7eb91a613d887a,29,1,37.69,29,0.797,False,0.0
8c2a5c47e0c02478c440038904724cd5,23,2,1156.12,15,0.496,False,0.0
0d8f0706c0d71cb8f6d957dad3023fc2,89,2,417.04,30,0.321,False,0.0
29ea68ebb3474676eee3322428dcb0af,55,2,2889.66,9,0.262,False,0.0
23c130edd9a7adeb635bb365f7478154,43,7,4027.71,0,0.058,False,0.0
b0b18bfffa6a1fb823a25a9167e6877c,757,0,0,757,1.039,False,0.0
323630f1bddac4dc06bf3bdeb90dbe36,48,5,1687.31,17,0.289,False,0.0
b621cb89890e2b002aada225e7c5eaf5,20,2,442.35,14,0.59,False,0.0
53b5f3ee447865c2de22e4814ef70bbe,82,0,0,82,1.004,False,0.0
c98cc8ac7311ad123e723f5caef4c1e3,26,1,217.57,4,0.316,False,0.0
6ec999e67c5e05c33554a4ba2db847bb,49,2,1016.91,3,0.122,False,0.0
b6cbe1a8674ee23e9fb086e3c61677b8,205,0,0,205,0.999,False,0.0
4d0063e13c579513a5892115c789682a,22,0,0,22,1.013,False,0.0
01ecc1f1f21f05d0736c99d92646f132,22,9,7024.96,0,0.019,True,0.845
aaf2d0137050d06ef2c8752f35c0d936,21,1,323.05,6,0.367,False,0.0
b5e4462426d75ffafaf0b1a6c912b257,39,1,7.79,29,0.695,False,0.0
bd64e82a5bf0ad0166ad7c72b302bbe4,26,0,0,26,1.05,False,0.0
22745c06a87ddc1142c22ce98c5bf8d1,43,1,654.6,37,0.713,False,0.0
f96176e892232662d1c1c5896a94e035,57,4,1291.73,16,0.263,False,0.0
34b0cd95480e55c2a701293a2b9671b3,24,2,695.07,3,0.181,False,0.0
f054e8c1cbcf5e89ddd9b615c349936b,46,49,28949.58,0,0.035,True,1.0
9072b46e3b68961565477d90b24092e9,25,2,1120.85,0,0.105,False,0.0
0bf7dfff65267867de74cb029fdd6a75,34,2,295.13,0,0.143,False,0.0
b6fda72bacd286a8ac316325ddb5be90,142,0,0,142,1.007,False,0.0
027ef1dce56b52802c3d35cd5beda928,95,6,2906.37,6,0.119,False,0.0
4d0bd25308e9d7d0a301223f3d814f85,21,2,861.57,1,0.2,False,0.0
0071f46a072a9ae25bbe4438b15efe9c,31,1,432.34,8,0.363,False,0.0
316d6ccdf24ac783b5e4ccdff8506af9,26,1,464.62,7,0.344,False,0.0
50aef30dabc7aca975dbdec85dcb848f,20,14,7380.19,1,0.056,False,0.0
016a5760b723a3a0bcb4b294d4bc6b45,68,2,716.79,25,0.307,False,0.0
4669d94e1e35f2493af76862ff85beba,46,0,0,46,0.955,False,0.0
a1e5fdb1a21a5a35f49da96f780f4229,25,2,704.23,2,0.221,False,0.0
636f22218f8430a8463c5ddc5f68fc62,61,0,0,61,0.966,False,0.0
c2e9a50bcf76b5783bc96f906f95bceb,39,2,698.85,15,0.32,False,0.0
744fcfb3939c1c57f16cb00f263c3929,31,4,1409.29,0,0.084,False,0.0
104ae9a43b6e639f45bd5e3bc19210f3,20,1,86.91,8,0.481,False,0.0
8e0275b5c7fb6f05e312a1079a674410,21,2,216.92,0,0.095,False,0.0
437869c8fa511c68c9e1f61cfc11d30e,119,1,915.9,85,0.66,False,0.0
a1864cdd58debf5031958069ee937742,140,2,633.95,20,0.262,False,0.0
55caae104bb0aefc6d44031e49373db4,38,1,240.46,32,0.708,False,0.0
31d01917860b026341cdde17c942b59b,89,1,936.32,18,0.28,False,0.0
7b0cae22ae2b6cf88163a50600da4ee2,41,1,2014.45,15,0.458,False,0.0
8ee330dd325716db048bf014601e3fa9,22,3,533.26,10,0.408,False,0.0
839bbfd4ff93b592c82a44dcaa9515c3,22,1,159.72,6,0.393,False,0.0
bb03ed8d9549898e869f0e6774064096,27,0,0,27,1.009,False,0.0
a20ba663a5abf7b8341d5ba64f23775b,135,1,1126.98,11,0.296,False,0.0
cff4ca65539a18d2726699ecc1ba6aa7,75,2,309.37,53,0.532,False,0.0
7fe108cef30f4cca2f8696a711a07d0b,103,0,0,103,0.971,False,0.0
c1a56ed1e45dde68378dcbb50655ea47,135,2,784.69,70,0.437,False,0.0
8574faf241b0a789d42051aa783d46dd,24,1,271.53,19,0.694,False,0.0
0f6371fc9c2e78818a6e7aa33022a506,25,4,2261.46,0,0.096,True,0.719
30e105cba6d3ced811512c8cf4f50a82,21,0,0,21,0.979,False,0.0
13c50fe55067ed2a26e2f85810326e50,70,1,762.37,30,0.421,False,0.0
23f014663c70f3a8cf6f1be263c89933,120,0,0,120,1.029,False,0.0
ad1ba362b0121447945a47fe07fef188,30,2,621.32,13,0.413,False,0.0
df3b1140ecb0bddb871f5e70af09ec27,44,0,0,44,1.019,False,0.0
5e21109503a635f7ad93db18a7ee4a21,23,2,891.85,15,0.488,False,0.0
09ec740fbf182446388824c67a5fb78d,183,3,1106.57,71,0.311,False,0.0
d885b619cb2e462ccc493b70faea10c5,105,5,2847.1,15,0.122,False,0.0
4914496b4e80679b99277e6a337715b7,450,3,841.06,124,0.29,False,0.0
ffd2aa973e106c7d7218a960320420bd,80,2,644.73,11,0.177,False,0.0
94e89532396b3c02f648b2bc7f93f528,118,0,0,118,1.041,False,0.0
3078dfe83b099ae6ebe055be3abe0c0d,20,3,1362.67,5,0.21,False,0.0
0fc4c0fc23ef45d16a0f32fbf9ae25cb,60,1,433.26,14,0.33,False,0.0
70e15e657d597f3c096fb696e815018f,27,2,183.31,0,0.164,False,0.0
2ee1f65b4197b8eb29826c06b876ba67,185,4,1897.71,14,0.131,False,0.0
aec17cb0c9dba3200a2c49c3ef0a07dc,77,3,861.11,10,0.161,False,0.0
18e3d276253780b44b5b7bf83f6785ec,105,16,6755.95,4,0.067,False,0.0
fbd58f38cbd2989e434b148f479534c8,80,0,0,80,1.044,False,0.0
