customer_id,fraud_score,flag_reason,flagged_at
cecd5e9d39fddb69384c1c31bdfac666,0.661,refund_abuse_pattern,2026-07-17T00:00:00
468d559ef2dcd2bea6d8db78959fb90f,0.553,refund_abuse_pattern,2026-07-17T00:00:00
1c3e4aa255e596013fc2b6dffc8041bd,0.623,refund_abuse_pattern,2026-07-17T00:00:00
01ecc1f1f21f05d0736c99d92646f132,0.845,refund_abuse_pattern,2026-07-17T00:00:00
f23ceb8f983987bd6b0f3bde040fdade,0.557,refund_abuse_pattern,2026-07-17T00:00:00
30d77053d42d9d72c6875552cba2cc64,0.735,order_velocity_post_signup,2026-07-17T00:00:00
5beb6ddd92a5f785780c5a7a08e9bca4,0.569,refund_abuse_pattern,2026-07-17T00:00:00
3b529e86d89222d9af57ee77a108374e,0.788,refund_abuse_pattern,2026-07-17T00:00:00
27aedee05bc8e9bcc4da2bae37fd4d78,0.553,refund_abuse_pattern,2026-07-17T00:00:00
4b3496d4740f8929ba830bb965b82891,0.635,refund_abuse_pattern,2026-07-17T00:00:00
33f86281d5203b278e32070d4a02592e,0.591,refund_abuse_pattern,2026-07-17T00:00:00
ae5df8e33ea496f14db277c8b8e77281,0.609,refund_abuse_pattern,2026-07-17T00:00:00
587d22544f4d6f17b39a30723a53a305,0.584,refund_abuse_pattern,2026-07-17T00:00:00
b5e391181709e5196275b01b8e6e9d73,0.662,refund_abuse_pattern,2026-07-17T00:00:00
30cdd9eea2b6192b8fa65c9ff5e59acc,0.642,refund_abuse_pattern,2026-07-17T00:00:00
f75da962fb4ddac1569e90c21803c455,0.597,refund_abuse_pattern,2026-07-17T00:00:00
c85df1c6ef6f7bb605e1c49d34f172ee,0.572,refund_abuse_pattern,2026-07-17T00:00:00
196276c2651ca4783688aa741b72d540,0.568,refund_abuse_pattern,2026-07-17T00:00:00
b6e99561fe6f34a55b0b7da92f8ed775,0.942,refund_abuse_pattern,2026-07-17T00:00:00
0788a5e2db8d16e610407f3ee826b813,0.733,refund_abuse_pattern,2026-07-17T00:00:00
d55417a83a73d1702b43988e63f0731a,0.582,refund_abuse_pattern,2026-07-17T00:00:00
4cc24e44f98ce556d647948ae2d27cc9,0.598,refund_abuse_pattern,2026-07-17T00:00:00
1c7fae8db20821423f3155642caad457,0.857,refund_abuse_pattern,2026-07-17T00:00:00
d3a5fa065a68c1f357e6d8f4385938ee,0.721,refund_abuse_pattern,2026-07-17T00:00:00
fe947af6540d580b9703d0332d04f0e3,0.733,refund_abuse_pattern,2026-07-17T00:00:00
0f6371fc9c2e78818a6e7aa33022a506,0.719,refund_abuse_pattern,2026-07-17T00:00:00
ef07ba9aa5226f77264ffa5762b2280b,0.598,refund_abuse_pattern,2026-07-17T00:00:00
fd837fa3548f0e74f75081f38a34e56b,0.554,order_velocity_post_signup,2026-07-17T00:00:00
9553802042571deac62d5789ed18a241,0.553,refund_abuse_pattern,2026-07-17T00:00:00
825ace36a4828de05694b8047f6dd905,0.594,refund_abuse_pattern,2026-07-17T00:00:00
cd79b407828f02fdbba457111c38e4c4,0.584,refund_abuse_pattern,2026-07-17T00:00:00
d3e1706bd9290ddbfd20fc30fa7224b0,1.0,order_velocity_post_signup,2026-07-17T00:00:00
3be2432d88955b7cc6e9cb71d9d1931e,0.817,refund_abuse_pattern,2026-07-17T00:00:00
afa2d112b99f01c2f052f0dfec88726c,0.588,refund_abuse_pattern,2026-07-17T00:00:00
2e5b5e44efa832c60072aeb33027cd65,0.553,refund_abuse_pattern,2026-07-17T00:00:00
27b4a7740a9b118f9eed1e8c8be7822b,0.712,refund_abuse_pattern,2026-07-17T00:00:00
848eabba326848e8125cb53af4720eb5,0.586,refund_abuse_pattern,2026-07-17T00:00:00
a8bf8a5a3f01ec3bab15b75fb1920205,0.587,refund_abuse_pattern,2026-07-17T00:00:00
3fd7c033b9809fe0d4536b4ea3b1e0dd,0.578,refund_abuse_pattern,2026-07-17T00:00:00
f9b57816964006c90c458a0caba0306b,0.6,refund_abuse_pattern,2026-07-17T00:00:00
e607ede0e63436308660236f5a52da5e,0.67,refund_abuse_pattern,2026-07-17T00:00:00
39d16e1ef9c58bb82e54cf87906c185d,0.79,refund_abuse_pattern,2026-07-17T00:00:00
b33f678a7299da3b06beb4438a8d6908,0.766,order_velocity_post_signup,2026-07-17T00:00:00
1fe7afd58ce8429c5a8d27bf8c24738f,0.719,refund_abuse_pattern,2026-07-17T00:00:00
43fcee98a4442ab2f299df637f8e2413,0.692,refund_abuse_pattern,2026-07-17T00:00:00
4bbaf6f7a10a7e26a8777aa5cb6d5864,0.701,refund_abuse_pattern,2026-07-17T00:00:00
fe78f9a2d0726d03ff9fc4307d3fa5df,0.615,refund_abuse_pattern,2026-07-17T00:00:00
f00acae66459f1828fc1feba2c759fa0,0.569,refund_abuse_pattern,2026-07-17T00:00:00
e527d87e5717a8e1432c67e902a56a9b,0.855,refund_abuse_pattern,2026-07-17T00:00:00
f62f269f9ce7c41d20a90f70df873f42,0.558,refund_abuse_pattern,2026-07-17T00:00:00
dfbde47bde19b04d057e18b028d5b5cd,0.597,refund_abuse_pattern,2026-07-17T00:00:00
